,0
0,5455.436641527107
1,-2970.277331969468
2,9208.735082782572
3,-9000.502553309547
4,-3490.839607280679
5,5547.149830471491
6,-6311.882181322668
7,1681.2430024067871
8,-9461.675864194287
9,-3491.997752254596
10,-6964.6886511184275
11,8896.744168727193
12,-4569.047018656274
13,4305.638652298134
14,11194.981791925384
15,229.5882513683755
16,-3023.767200633185
17,-7668.169751507696
18,-5136.940757250879
19,-2808.865240242332
20,446.5657634285744
21,4640.222652043216
22,1586.8088110580575
23,3589.294045726303
24,-3707.2890773650724
25,7026.407642003382
26,7160.107425579103
27,7635.357708083931
28,990.8928692042828
29,12644.159111033427
30,1875.0244497524109
31,5979.139838744188
32,10312.170705667464
33,-478.7488142773509
34,4172.950606400613
35,4195.539142672904
36,1678.6601382719819
37,-2132.1432048159186
38,15655.494613728253
39,-6586.240239682142
40,-2168.0592159072403
41,-2428.1733957589604
42,-2579.4615613000933
43,-5567.759809223935
44,812.6921942704357
45,5280.18054589862
46,2328.5751546001993
47,-2194.5426032908726
48,10640.513198799687
49,-1406.6190275503322
50,799.7638844286557
51,1474.4969507399946
52,-10567.297465248499
53,-4387.96507303766
54,-68.64693073858507
55,-2528.089930088725
56,-2444.8573855950963
57,5209.751593398396
58,-2264.206635647686
59,-441.47489334316924
60,-5571.744979328243
61,-592.0781757612713
