,0
0,1649970.0
1,1648973.983622809
2,1649322.9661677862
3,1651611.8021698454
4,1647758.1953701489
5,1648397.3045294897
6,1650013.9001387828
7,1653265.6280720131
8,1661785.7696671062
9,1663874.3756873752
10,1657505.1273907535
11,1655060.1362385652
12,1653910.4021459229
13,1645817.7576480822
14,1644502.4646235704
15,1644370.3913366823
16,1644194.9246170137
17,1644194.9246170137
18,1644194.9246170137
19,1645402.651816891
20,1649586.1995786089
21,1649161.0985022588
22,1649161.0985022588
23,1649161.0985022588
24,1649161.0985022588
25,1649161.0985022588
26,1649676.201003055
27,1647673.92959632
28,1646445.113287325
29,1643329.319789136
30,1644240.5163942738
31,1640452.7876428636
32,1632498.192940244
33,1595432.901265698
34,1560863.0659706723
35,1557634.762964021
36,1491590.8481877842
37,1468166.569592931
38,1542264.128232163
39,1491904.3252715569
40,1555111.496297253
41,1490468.9007148284
42,1488978.464868215
43,1488978.464868215
44,1488978.464868215
45,1488978.464868215
46,1488978.464868215
47,1488978.464868215
48,1488978.464868215
49,1488978.464868215
50,1488978.464868215
51,1488978.464868215
52,1488978.464868215
53,1488978.464868215
54,1488978.464868215
55,1488978.464868215
56,1488978.464868215
57,1484400.7670770953
58,1484280.3655518775
59,1484280.3655518775
60,1484280.3655518775
61,1484280.3655518775
62,1484280.3655518775
