,0
0,1000000.0
1,1001612.663559768
2,1000553.3616039238
3,1002752.9217962059
4,1004777.820911776
5,1008365.6480403014
6,1010342.7081749965
7,1007692.6235430227
8,995857.3612131331
9,1006351.2072833643
10,1008020.2457293464
11,1007882.4968831396
12,1011680.542041138
13,1012017.4016066204
14,1023295.2508031038
15,1022271.9590781509
16,1022271.9590781509
17,1022271.9590781509
18,1022271.9590781509
19,1022271.9590781509
20,1022271.9590781509
21,1023675.9465884471
22,1024695.712959824
23,1024305.1734418392
24,1024057.9976803123
25,1024534.594453467
26,1019782.9252368701
27,1020110.2091040332
28,1018654.0233037018
29,1011692.296085183
30,1004232.2271335111
31,1012907.4673780752
32,1011405.8653900805
33,1022023.4203750235
34,1026408.7179683796
35,1028228.0986164503
36,1025073.309163271
37,1023767.9976439333
38,1022959.3643422244
39,1022698.1684514817
40,1018194.9984225482
41,1024644.2413158972
42,1014742.2885030968
43,1003305.4662928884
44,1023382.8354277359
45,1018073.3763919955
46,1008615.3051866837
47,1001046.2241582583
48,1005853.3213646383
49,987369.4475946537
50,993790.6860329614
51,987412.3999164413
52,999505.1178957191
53,985122.3929320334
54,964177.678936103
55,970407.4239627734
56,976232.3040422879
57,989298.9599841393
58,988357.1582808361
59,986493.0407306665
60,996862.3636259367
61,990342.1902275303
62,980644.5207514099
