last_state
11.314604
105.97
65.61
130.74
78.66
28.24
101.4
155.9556
102.91
165.32
134.6
149.3
31.97
113.57
63.6
43.66
125.79
168.66
56.6
55.78
60.08
33.24
80.8
105.43
108.79
132.96
80.79
50.03
80.56
68.47
86.79
1487.2416
0.0
0.0
0.0
704.99994
1519.0305
154.99776
0.0
0.0
1248.9282
181.10278
700.0
761.0
0.0
1200.0
0.0
0.0
555.035
309.6783
0.0
0.0
0.0
0.0
529.12225
1234.2393
396.371
0.0
200.91766
0.0
0.0
0.93618447
1.3615983
1.3426085
1.877505
0.24974318
2.2311463
1.9370131
1.19552
2.5419834
1.6791859
1.6166356
0.11560635
1.5026048
1.1538918
-0.0077406582
1.4615369
1.9676619
1.1110907
0.65967053
-0.41080454
0.782751
-0.10210716
2.2722423
0.15110987
1.818985
1.9101865
-0.34837425
-0.18467446
0.4722717
0.99102986
50.71205
63.180984
53.266975
60.61539
56.193645
61.924103
56.46571
57.185345
55.622387
57.981762
56.827026
52.605278
68.513054
57.72363
44.277752
56.448143
62.49095
62.61318
56.071568
48.725292
60.950127
47.285812
69.11309
42.696754
62.872852
60.78324
44.801407
47.930416
54.28043
60.028214
-37.822964
293.09384
47.337044
114.772415
77.42665
224.88748
88.9127
237.43777
217.34772
68.66154
18.207285
13.292359
238.34856
192.09712
-246.24605
36.23204
99.849464
113.06203
106.641205
-34.671165
115.76606
-205.26697
142.07059
-314.47855
192.92172
111.20927
-204.00163
-90.66996
50.14021
218.9956
5.402581
56.64328
10.595322
20.208868
12.125452
28.877619
4.306939
40.59773
31.40801
38.348297
2.926237
8.998466
56.028324
35.837276
41.647007
5.229838
23.716661
44.658466
19.074244
9.819415
40.715004
20.05781
24.89513
36.39038
37.96915
52.917507
47.08346
1.6583838
12.452276
28.81759
