last_state
10.592042
117.12
61.25
136.18
88.0
30.35
102.27
161.80618
91.93
174.51
125.89
151.26
35.51
114.59
68.35
42.05
111.26
169.91
61.87
57.53
51.8
32.6
85.54
99.76
116.23
144.37
82.81
50.38
77.18
68.89
87.17
272.88608
0.0
158.33171
153.98679
856.5382
492.53973
68.701996
856.24567
1599.2114
0.0
342.98126
195.94804
52.949425
0.0
0.0
0.0
463.3237
0.0
317.69745
777.5904
866.46265
1228.4672
911.4252
98.75763
0.0
243.17314
357.85373
438.5836
0.0
585.60425
1.9506433
-1.0903763
1.0084304
1.1562064
-0.24306332
0.2692922
0.5511091
-0.6213536
1.7429427
-1.1518021
-1.3078668
0.11733298
-0.75245714
0.39962703
-0.27980527
-1.02525
-2.0652623
-0.10306391
0.039128587
-1.0862746
-0.46055457
-0.15762818
-1.106726
-0.09585703
0.22860919
0.112295374
-0.5688864
-0.96052176
-0.9944063
0.1941884
63.244656
43.36567
56.813374
59.186813
46.48435
51.64292
54.47804
42.84382
59.420284
42.864014
42.623077
46.835842
40.090576
57.81193
44.289867
39.2564
40.684704
50.648975
53.53548
40.249268
38.96915
44.87205
42.42338
51.752705
58.706142
54.413376
41.73214
40.830833
43.16024
50.094406
78.894005
-97.43092
141.80934
58.547085
-143.74323
80.30507
142.5044
-80.37453
179.06685
-109.07324
-174.49693
-157.87553
-368.60175
114.62413
-37.642853
-226.12914
-97.23796
-75.03695
53.03073
-86.64852
-164.79329
-239.23701
-86.722404
117.43524
202.96886
-3.675677
-73.78779
-173.38132
-75.372086
63.414825
3.4915683
22.413889
13.994408
16.33545
30.514404
5.6581035
11.3243
25.969387
26.594059
20.880795
21.567455
27.472218
38.700413
10.9786005
18.270195
47.220573
31.665705
7.9263473
2.0308294
39.24408
48.57296
27.226728
22.484047
4.605867
36.409073
6.427855
36.933014
34.078747
21.651207
6.991301
