,0
0,-8907.044769322965
1,5701.642031707568
2,-124.79453795566224
3,-917.3897826925386
4,6740.770882644225
5,-725.3015036911238
6,4091.9884900148027
7,-466.2098641686607
8,-4184.4142799098045
9,7742.628476887243
10,-339.0121499535162
11,-1342.2173392830882
12,-2111.8163862023503
13,9336.65990586346
14,-771.5416774032637
15,-1315.7224241204094
16,0.0
17,0.0
18,0.0
19,-93.7912288994994
20,207.57545275380835
21,493.1721406050492
22,432.01043682405725
23,-1090.729902898427
24,-2202.4624460106716
25,-5976.360899541527
26,1301.4911404782906
27,6302.423376750667
28,2501.8809420480393
29,960.7328505744226
30,-13299.807542617433
31,-4520.225314809009
32,2704.800738452701
33,11894.904812256573
34,-6081.59546983568
35,-2326.241191604873
36,283.4227823794354
37,127.5107711891178
38,3787.69926310936
39,3262.122927188175
40,5144.832037822111
41,1955.7650392563082
42,-17510.489842724288
43,407.285542818252
44,1099.1728733356576
45,-1199.7891038726084
46,0.0
47,185.1368099283427
48,-46.92077201558277
49,-270.1392629905604
50,382.6774806531612
51,-338.6023021193687
52,1132.8769289727788
53,486.74086949555203
54,-1045.4276891835034
55,-795.1664431341924
56,-2612.105794429779
57,-1336.3285668119788
58,4249.713509853696
59,2189.861112499144
60,650.7215849000495
61,5830.0157252866775
