,0
0,-7828.550708543509
1,-1052.76864919113
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,2209.7747430247255
31,-117.28108097938821
32,99.82810111506842
33,7678.917146346532
34,9288.773924055742
35,-3110.7211834082846
36,-2945.2504302586894
37,3938.5063928957097
38,5493.1882133651525
39,18745.216453366913
40,-966.7095171962865
41,38166.50372566469
42,24316.90891958424
43,-16941.694322131807
44,-18457.580263331765
45,-89293.3559900918
46,23128.765456156572
47,8550.359993450576
48,22735.047843455104
49,-1338.7249594612513
50,-463.57352921389975
51,-168.6676908377558
52,223.5231876843609
53,-109.17154048103839
54,0.0
55,661.089559821412
56,-171.46079926099628
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
