,0
0,3471.770803542342
1,3897.781392342178
2,2291.613845700398
3,-115.77502472605556
4,6666.747262608958
5,5533.791294216877
6,1329.2600467761513
7,3776.980431941338
8,6901.610301782377
9,4891.3077652400825
10,5196.057264873991
11,5152.570661560865
12,5153.490186745534
13,-2483.3596367770806
14,10870.443125828402
15,-8064.993464365136
16,5957.422532072989
17,3114.7442708064336
18,-1416.477785170311
19,0.0
20,34.4875983283855
21,47.41815085709095
22,459.46699178777635
23,554.375831367448
24,2837.917434141971
25,-338.38579160440713
26,-5087.101033679908
27,-4165.533014959656
28,3197.031116474187
29,-6202.063413197873
30,-7540.98204106465
31,17241.58884379617
32,-1416.1056162111927
33,609.1584758607205
34,1263.2950107932556
35,-1170.8839834292885
36,357.8340202299878
37,490.87137482105754
38,4031.045972747961
39,1582.5296023113187
40,9504.202805079287
41,-4306.67119626794
42,3546.6452625519596
43,-3241.33760298416
44,-734.6744167366996
45,3534.117575151846
46,5326.814446613193
47,-25.851375529542565
48,5038.0229725511745
49,2505.0103793763556
50,-1907.0969545757398
51,3735.179977505002
52,11744.765935900155
53,3223.12554836832
54,2095.3099754401483
55,-1643.6988654988818
56,2303.4145130452234
57,3798.879278660752
58,972.0996500726324
59,2188.931132515194
60,-5623.692712764256
61,5589.028466402786
