,0
0,-1614.2112028439296
1,-17124.133598051732
2,-27409.163382256753
3,-10979.713763692998
4,1773.7053620325169
5,9526.3956002763
6,-23461.057724758633
7,13092.320199734299
8,-17277.64365514065
9,-950.6553232193692
10,-12627.683147236821
11,7885.340243580984
12,13175.681582865189
13,-13004.107437499217
14,16031.442933380487
15,-22364.80271766032
16,5014.735857532243
17,24186.54471169482
18,-940.5588264768012
19,-1836.8827807605267
20,-88.66560946055688
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,-2041.690355820232
27,3212.008060860564
28,3648.1451374029275
29,4870.826701848418
30,-279.7098420796683
31,-999.5873861014843
32,6606.9314806693
33,-6683.463321510237
34,1422.6326584265335
35,9386.526899895864
36,-751.0000010511139
37,-6651.761250982643
38,19985.251468172064
39,2021.3747096416773
40,1293.9618531458545
41,4405.576229037135
42,1792.6107759835431
43,-7007.753653582418
44,2276.5145655000815
45,1709.9190791117726
46,14141.515165736084
47,193.4746163933305
48,-1166.924635557225
49,1903.8021371595096
50,7882.80114050163
51,11073.301358223893
52,-591.5250922546256
53,-3951.521774981171
54,-1793.325423996197
55,-86.4236581424484
56,2361.317127287155
57,4572.404576588073
58,5442.739853561157
59,1715.209896650049
60,8329.318664751132
61,-4307.787778907688
