,0
0,1964.2764801520389
1,8510.712194858817
2,5830.7049415726215
3,-9896.881272983272
4,7380.893291304354
5,2193.5633155095857
6,100.9399296247866
7,7896.779446525034
8,-567.5759374860208
9,-6980.87020739587
10,2834.4324004694354
11,637.5592412976548
12,10932.807379079983
13,14716.944995451719
14,4944.123853138648
15,-2521.7767023306806
16,-6390.854851267766
17,8487.810963797849
18,-7405.652594315354
19,-3317.0373909464106
20,8619.643207865534
21,2515.5134327518754
22,6711.879031543154
23,-4823.0916225689
24,-10692.9978547215
25,-13076.162845824845
26,-8777.062026588712
27,6529.976776672527
28,-1382.9263249023352
29,20114.651562084444
30,9414.011464003474
31,6676.192514711991
32,1962.4046418152284
33,-5062.981317823753
34,-3821.6026804242283
35,10290.181608381914
36,13792.487476919778
37,558.3224549025763
38,5277.793201139895
39,-6828.566132903332
40,-315.9008154149633
41,-3419.6322863835376
42,3599.1097484200727
43,967.2707434459589
44,-4918.935127787525
45,-2936.755594076123
46,7543.719090440543
47,-5327.474110602634
48,10701.555510839913
49,-4223.599765120773
50,-3096.2240050521214
51,9361.32529307343
52,6910.889785442967
53,18593.893144947942
54,5169.481746981852
55,-14605.534493771615
56,-10996.591827814002
57,-6754.0627118500415
58,1744.0938937366009
59,2725.4416837301105
60,10288.903402064694
61,12175.27764887875
