,0
0,-271.55242214305326
1,-209.5652297330089
2,5849.263339847792
3,9918.40650915401
4,-1715.780539401807
5,2970.5356642042752
6,-6406.374970926903
7,-3538.9074030544143
8,4975.502830595244
9,1889.5726433754899
10,14480.42274642433
11,-6342.891501252074
12,-16816.829990207683
13,-2.302196635864675
14,-1785.5289195459336
15,6065.717482873704
16,-23905.420954934554
17,-23491.905515181366
18,-6017.5270085902885
19,-50753.18163039326
20,17378.996457617963
21,6119.562705529388
22,21627.31743888231
23,-4841.959654725622
24,-22594.597508101957
25,19625.48915782757
26,-52187.03176683653
27,14281.784610171337
28,21489.237244814867
29,17276.32016824372
30,-13439.091398228193
31,19661.78414639295
32,27599.79713268904
33,-22719.355055946857
34,17188.684730862733
35,-9759.550867691869
36,-1648.6765734720975
37,1629.5184820925351
38,821.4120127477217
39,-6219.751800412545
40,8031.733163898811
41,11072.128492563963
42,3897.1202578288503
43,1914.517564377049
44,10084.103860978037
45,15104.63205792359
46,-1382.597283191979
47,0.0
48,-1012.8059952799231
49,513.3939118338749
50,529.889717188431
51,-2208.4620810006745
52,-3875.9138647797517
53,375.34333774098195
54,-2863.1337309507653
55,8642.576438919175
56,-2308.5258683073334
57,-3399.3737840889953
58,3207.34561309102
59,-1226.2412370471284
60,-3888.7627062168904
61,1596.1695221080445
