Wall time,Step,Value
1657211735.6768694,716061,239.86717224121094
1657211747.812387,718327,187.7400360107422
1657211760.3728302,720593,239.30825805664062
1657211772.2411125,722859,290.1736145019531
1657211783.0322747,725125,249.62091064453125
1657211794.6362665,727391,231.4755096435547
1657211805.8518116,729657,252.8672332763672
1657211819.860784,731923,207.4808349609375
1657211832.0093217,734189,215.04100036621094
1657211842.253942,736455,226.10659790039062
1657211853.207254,738721,232.96852111816406
1657211863.2583945,740987,211.71728515625
1657211873.4601316,743253,213.70887756347656
1657211883.8064835,745519,225.93310546875
1657211894.0550919,747785,190.26747131347656
1657211904.2478557,750051,241.8064422607422
1657211914.8365562,752317,250.0048828125
1657211925.0223389,754583,240.90501403808594
1657211935.2200868,756849,272.6458740234375
1657211945.9025393,759115,299.7259826660156
1657211955.9845939,761381,281.9629211425781
1657211966.2292178,763647,294.17218017578125
1657211976.7481067,765913,309.2727966308594
1657211986.8381424,768179,300.4033203125
1657211996.9610932,770445,302.1418762207031
1657212008.1672313,772711,299.2183532714844
1657212019.2473104,774977,285.3621826171875
1657212031.9843946,777243,271.0730285644531
1657212043.5637949,779509,224.22372436523438
1657212055.3114424,781775,249.6161651611328
1657212067.2561696,784041,249.2672576904297
1657212079.307329,786307,253.474609375
1657212091.726315,788573,231.47781372070312
