Wall time,Step,Value
1657207811.3219886,2271,137.0498504638672
1657207822.4881473,4537,140.04208374023438
1657207835.3802462,6803,157.2698516845703
1657207848.429375,9069,191.53404235839844
1657207861.5822248,11335,228.56712341308594
1657207877.2574873,13601,165.0985565185547
1657207890.9409206,15867,269.1496887207031
1657207904.3381183,18133,236.07313537597656
1657207918.658851,20399,235.7154541015625
1657207932.5308166,22665,298.35357666015625
1657207945.822259,24931,247.59814453125
1657207959.2723186,27197,284.3359680175781
1657207972.2865367,29463,274.1070251464844
1657207985.642846,31729,263.5887756347656
1657207998.8083296,33995,241.32342529296875
1657208011.5767286,36261,184.28086853027344
1657208024.5540493,38527,222.53225708007812
1657208036.2527883,40793,165.8521270751953
1657208047.1836681,43059,238.50717163085938
1657208058.5807235,45325,231.8211669921875
1657208070.3433316,47591,240.7195587158203
1657208082.357385,49857,196.90687561035156
1657208097.9008458,52123,254.34251403808594
1657208111.9493046,54389,181.21083068847656
1657208124.483811,56655,171.7926788330078
1657208136.830813,58921,212.86550903320312
1657208149.0730968,61187,182.21409606933594
1657208161.7013514,63453,245.67103576660156
1657208173.8379154,65719,237.57998657226562
1657208186.1001458,67985,193.67161560058594
1657208198.493066,70251,219.891357421875
1657208210.7911668,72517,223.9172821044922
1657208222.422084,74783,268.9584655761719
1657208232.6347892,77049,295.9720764160156
1657208243.8037412,79315,295.096435546875
1657208257.8937519,81581,345.86767578125
1657208269.573065,83847,495.3126525878906
1657208280.5650182,86113,409.49884033203125
1657208292.3465078,88379,362.4104919433594
1657208305.0704048,90645,305.2961120605469
1657208316.437215,92911,348.3460693359375
1657208328.11202,95177,433.84765625
1657208340.4984264,97443,446.300048828125
1657208352.1306217,99709,411.1745300292969
1657208363.3017673,101975,453.731689453125
1657208376.3104284,104241,399.2429504394531
1657208399.43243,106507,273.7705383300781
1657208416.4700058,108773,350.68719482421875
1657208440.9379427,111039,295.99212646484375
1657208458.9139044,113305,217.31341552734375
1657208479.6505685,115571,226.97695922851562
1657208494.1398559,117837,147.16139221191406
1657208516.0981069,120103,178.59616088867188
1657208533.9531305,122369,86.28071594238281
1657208550.267619,124635,189.6466827392578
1657208563.7126539,126901,136.24380493164062
1657208578.6258,129167,212.93284606933594
1657208593.7994385,131433,230.67466735839844
1657208608.149093,133699,184.7368927001953
1657208622.0788674,135965,292.8907775878906
1657208635.6904955,138231,284.9107360839844
1657208651.4314253,140497,334.84716796875
1657208665.5666518,142763,321.16046142578125
1657208680.1167705,145029,286.55810546875
1657208693.3364437,147295,287.16326904296875
1657208709.1013148,149561,284.2622375488281
1657208723.878858,151827,283.2379455566406
1657208740.060076,154093,308.3544006347656
1657208754.2653296,156359,328.72650146484375
1657208767.5812895,158625,264.87322998046875
1657208777.8757808,160891,287.7668151855469
1657208788.2630234,163157,211.15716552734375
1657208800.4615026,165423,235.29348754882812
1657208813.9827194,167689,223.03921508789062
1657208827.247284,169955,253.73516845703125
1657208840.0869734,172221,216.99957275390625
1657208855.0553555,174487,182.2500762939453
1657208867.5848773,176753,209.01052856445312
1657208880.738335,179019,208.51805114746094
1657208894.476994,181285,148.7519073486328
1657208907.167081,183551,61.78422164916992
1657208919.3235943,185817,58.09310531616211
1657208932.0894778,188083,54.53974151611328
1657208943.7114234,190349,63.576988220214844
1657208953.8987093,192615,67.9707260131836
1657208964.2620113,194881,58.02503204345703
1657208974.7998538,197147,62.067806243896484
1657208985.8095534,199413,66.40824127197266
1657208997.1697733,201679,68.5600814819336
1657209010.6890173,203945,68.90916442871094
1657209022.2775176,206211,59.023590087890625
1657209034.2929442,208477,59.89375305175781
1657209045.3493974,210743,62.524356842041016
1657209057.4510615,213009,65.45002746582031
1657209069.820095,215275,139.04745483398438
1657209081.9089267,217541,124.6744613647461
1657209094.4321582,219807,101.46295928955078
1657209106.1623294,222073,146.19973754882812
1657209117.6956162,224339,151.53489685058594
1657209129.235314,226605,111.94265747070312
1657209140.0225546,228871,147.93661499023438
1657209153.5650983,231137,62.83832550048828
1657209166.8735354,233403,63.207889556884766
1657209179.641417,235669,51.72715377807617
1657209192.903931,237935,106.01912689208984
1657209205.2359965,240201,126.14847564697266
1657209217.4762833,242467,66.74524688720703
1657209229.7674363,244733,175.91644287109375
1657209242.489442,246999,154.06370544433594
1657209252.8138514,249265,157.7005157470703
1657209263.3297474,251531,148.88629150390625
1657209274.1075218,253797,125.85713958740234
1657209285.6397536,256063,141.11160278320312
1657209299.2793632,258329,126.05663299560547
1657209312.200851,260595,123.71790313720703
1657209323.783899,262861,134.44107055664062
1657209337.519334,265127,72.94349670410156
1657209350.5400016,267393,73.37592315673828
1657209366.5543377,269659,67.8016586303711
1657209378.8759196,271925,69.26542663574219
1657209391.489214,274191,95.1741714477539
1657209403.8481846,276457,74.88760375976562
1657209417.2364066,278723,64.60555267333984
1657209432.0697663,280989,71.97962188720703
1657209444.512515,283255,75.74528503417969
1657209455.653405,285521,62.460304260253906
1657209468.2365265,287787,69.90888214111328
1657209482.2377853,290053,62.38571548461914
1657209494.6157079,292319,58.422603607177734
1657209507.9450707,294585,48.06293487548828
1657209522.3180273,296851,56.51265335083008
1657209536.4631069,299117,49.54308319091797
1657209550.2393827,301383,57.744384765625
1657209563.6793492,303649,45.74520492553711
1657209576.5101087,305915,46.57725143432617
1657209588.791975,308181,54.4355583190918
1657209601.5451245,310447,51.54521179199219
1657209612.5706234,312713,60.96742248535156
1657209623.6550148,314979,59.504337310791016
1657209635.6190379,317245,54.06924057006836
1657209647.5152483,319511,62.512996673583984
1657209659.4547863,321777,52.72283172607422
1657209671.8476808,324043,54.228946685791016
1657209684.4033246,326309,59.76243209838867
1657209697.297222,328575,52.97153854370117
1657209708.162185,330841,61.289283752441406
1657209721.0370235,333107,79.53121948242188
1657209733.3335762,335373,88.54303741455078
1657209745.6785824,337639,82.42615509033203
1657209757.9278717,339905,74.44361877441406
1657209769.5175948,342171,81.35537719726562
1657209783.4342132,344437,65.10582733154297
1657209797.1736982,346703,61.293846130371094
1657209808.349111,348969,76.93523406982422
1657209820.1519036,351235,74.44623565673828
1657209831.672153,353501,63.64365768432617
1657209843.6895528,355767,50.51107406616211
1657209855.1364532,358033,48.585636138916016
1657209866.7080693,360299,52.73064422607422
1657209878.9393816,362565,66.6344223022461
1657209890.6642594,364831,60.12515640258789
1657209902.7292516,367097,56.5900993347168
1657209915.4092765,369363,66.00849151611328
1657209928.5343473,371629,106.75192260742188
1657209939.482626,373895,92.6410903930664
1657209951.9028554,376161,77.0551986694336
1657209963.975661,378427,93.49165344238281
1657209975.3763182,380693,146.5093231201172
1657209987.1707966,382959,149.62588500976562
1657209999.7941256,385225,154.70248413085938
1657210011.2045507,387491,136.29872131347656
1657210022.4587762,389757,71.20889282226562
1657210034.5827253,392023,67.81543731689453
1657210046.3721325,394289,49.88114929199219
1657210057.6948361,396555,50.36823654174805
1657210068.33743,398821,61.94551467895508
1657210079.3885136,401087,52.16329574584961
1657210090.308301,403353,54.67188262939453
1657210101.2889612,405619,93.7211685180664
1657210114.0009954,407885,77.541259765625
1657210125.3726072,410151,70.25399017333984
1657210136.2964118,412417,71.10771942138672
1657210148.1701977,414683,75.86074829101562
1657210158.5743878,416949,104.26832580566406
1657210170.5174723,419215,139.4888153076172
1657210183.6040316,421481,92.77218627929688
1657210197.6368694,423747,108.84173583984375
1657210211.8777173,426013,108.5283432006836
1657210225.1582286,428279,90.5945816040039
1657210238.1196349,430545,129.67237854003906
1657210249.9795628,432811,89.11206817626953
1657210262.2093592,435077,90.70673370361328
1657210272.5407853,437343,153.0535430908203
1657210283.6440778,439609,164.9899139404297
1657210299.0060725,441875,176.0570831298828
1657210311.5181837,444141,208.06141662597656
1657210323.4469652,446407,263.548828125
1657210334.5802572,448673,270.3592529296875
1657210345.7522116,450939,306.6155700683594
1657210359.4865084,453205,362.6497497558594
1657210369.904668,455471,462.78485107421875
1657210382.488045,457737,419.8880310058594
1657210393.22643,460003,299.57305908203125
1657210407.277225,462269,269.24395751953125
1657210419.4681349,464535,379.7216796875
1657210432.2260787,466801,355.0428771972656
1657210443.1927722,469067,395.0689697265625
1657210453.9121778,471333,384.203369140625
1657210465.1432636,473599,370.9481506347656
1657210477.5782928,475865,367.5592041015625
1657210489.4146454,478131,386.1527404785156
1657210502.8337936,480397,443.7284240722656
1657210513.413521,482663,407.85107421875
1657210524.4990327,484929,415.04010009765625
1657210535.4398038,487195,452.7791442871094
1657210546.1246686,489461,422.7083435058594
1657210556.4849951,491727,396.4073791503906
1657210568.437165,493993,385.7241516113281
1657210579.7882562,496259,353.6583557128906
1657210590.4771748,498525,323.7471008300781
1657210601.0524237,500791,298.7612609863281
1657210611.8924582,503057,348.66497802734375
1657210622.678631,505323,320.42059326171875
1657210633.158628,507589,376.68328857421875
1657210643.5797787,509855,365.25653076171875
1657210655.1000483,512121,400.47613525390625
1657210665.7396176,514387,401.58013916015625
1657210676.4230673,516653,445.04461669921875
1657210687.2850375,518919,437.1627502441406
1657210697.7252784,521185,413.4424743652344
1657210708.9505925,523451,416.1652526855469
1657210719.5821953,525717,431.0618591308594
1657210732.56975,527983,411.15997314453125
1657210745.951735,530249,385.2508239746094
1657210757.3941267,532515,366.1610412597656
1657210771.0796056,534781,321.5317687988281
1657210781.674006,537047,345.65081787109375
1657210792.458205,539313,353.050048828125
1657210805.227285,541579,361.34161376953125
1657210816.0417402,543845,309.81964111328125
1657210827.3973947,546111,320.76898193359375
1657210839.9830585,548377,315.1878356933594
1657210853.2478924,550643,373.3897705078125
1657210865.3359864,552909,393.5439147949219
1657210877.318929,555175,367.70050048828125
1657210888.7697449,557441,343.680419921875
1657210902.4028816,559707,423.70068359375
1657210914.858226,561973,371.2579040527344
1657210927.7919939,564239,284.0834045410156
1657210940.1599464,566505,311.0899963378906
1657210952.7203765,568771,279.5412292480469
1657210965.194365,571037,264.3990173339844
1657210977.6511624,573303,246.46774291992188
1657210990.3098798,575569,240.93270874023438
1657211002.766177,577835,205.64524841308594
1657211015.8736348,580101,241.02798461914062
1657211026.2051435,582367,250.228759765625
1657211036.8228102,584633,251.92588806152344
1657211049.6691208,586899,247.26275634765625
1657211061.3459146,589165,337.64501953125
1657211073.1814632,591431,361.1656494140625
1657211084.4104497,593697,365.6214599609375
1657211095.5020401,595963,312.80810546875
1657211108.145871,598229,329.1667785644531
1657211119.248202,600495,373.0648498535156
1657211132.0738845,602761,339.8788146972656
1657211144.0008287,605027,351.2388916015625
1657211156.3363845,607293,340.3518371582031
1657211168.642572,609559,311.43218994140625
1657211180.4928293,611825,295.9424133300781
1657211191.916524,614091,267.0801086425781
1657211204.5187998,616357,263.11480712890625
1657211217.8368664,618623,265.3900146484375
1657211230.0166183,620889,272.6814880371094
1657211241.9885924,623155,274.60809326171875
1657211254.43811,625421,336.56939697265625
1657211265.9552884,627687,320.6537780761719
1657211277.6098692,629953,298.2666320800781
1657211289.70267,632219,283.62249755859375
1657211302.176337,634485,316.6384582519531
1657211314.22515,636751,343.6644287109375
1657211324.893642,639017,396.8079528808594
1657211336.9175131,641283,343.3533935546875
1657211349.9026716,643549,353.3215637207031
1657211362.2816887,645815,339.5872497558594
1657211374.715625,648081,269.60986328125
1657211388.0270529,650347,304.527587890625
1657211398.6247644,652613,283.82318115234375
1657211409.5206106,654879,273.8923645019531
1657211422.848886,657145,285.1585693359375
1657211433.7187684,659411,291.2851867675781
1657211444.654599,661677,320.9000549316406
1657211459.1673896,663943,272.0601806640625
1657211472.6394193,666209,275.1103820800781
1657211485.4637022,668475,240.3485565185547
1657211497.9613044,670741,243.44149780273438
1657211510.5328298,673007,232.8579864501953
1657211523.6547637,675273,255.00070190429688
1657211536.0157266,677539,236.86856079101562
1657211548.847437,679805,247.0979766845703
1657211561.5125906,682071,271.52227783203125
1657211574.0939689,684337,258.22821044921875
1657211585.9223585,686603,233.20706176757812
1657211596.503085,688869,232.08204650878906
1657211606.860407,691135,239.27481079101562
1657211617.4850125,693401,236.8825225830078
1657211627.8283703,695667,225.45330810546875
1657211638.6514516,697933,195.62240600585938
1657211649.3688078,700199,168.82298278808594
1657211660.3082254,702465,166.00430297851562
1657211673.4442985,704731,173.7338104248047
1657211685.6170912,706997,189.53163146972656
1657211696.7743373,709263,201.27249145507812
1657211710.3505988,711529,234.77554321289062
1657211722.14389,713795,245.850830078125
