Wall time,Step,Value
1657205300.2663438,225972,214.75643920898438
1657205308.17403,227671,213.5642852783203
1657205316.4556544,229370,146.38674926757812
1657205323.8189769,231069,130.26072692871094
1657205331.81673,232768,193.9536590576172
1657205340.2117054,234467,186.2168426513672
1657205348.0000699,236166,151.71176147460938
1657205356.0415788,237865,174.64926147460938
1657205362.9145901,239564,172.62686157226562
1657205370.094341,241263,152.1998291015625
1657205377.0796745,242962,178.3886260986328
1657205384.0136793,244661,163.27191162109375
1657205391.202487,246360,195.03416442871094
1657205397.966412,248059,249.33660888671875
1657205406.6766732,249758,254.66680908203125
1657205413.4496174,251457,295.71356201171875
1657205421.9012735,253156,241.5198974609375
1657205431.150031,254855,231.4844512939453
1657205437.8730652,256554,243.90538024902344
1657205444.9903693,258253,249.55252075195312
1657205452.0544813,259952,230.38778686523438
1657205458.7660904,261651,221.3751678466797
1657205465.9750524,263350,256.26275634765625
1657205472.3749504,265049,236.44688415527344
1657205479.1694999,266748,264.14617919921875
1657205487.2510803,268447,231.52191162109375
1657205494.575659,270146,212.86631774902344
1657205503.6794214,271845,222.42233276367188
1657205510.6916802,273544,260.1122741699219
1657205518.333007,275243,239.2684326171875
1657205529.7604733,276942,225.91835021972656
1657205540.9656003,278641,205.11146545410156
1657205552.6593802,280340,171.2294158935547
1657205559.5340374,282039,163.97946166992188
1657205567.3669689,283738,131.80718994140625
1657205575.0888386,285437,139.5925750732422
1657205583.216165,287136,128.8207244873047
1657205591.890304,288835,151.5054473876953
1657205599.2926009,290534,161.01332092285156
1657205606.9716177,292233,163.7769317626953
1657205615.4887497,293932,137.93406677246094
1657205622.9876125,295631,152.91566467285156
1657205629.728826,297330,169.35081481933594
1657205637.4542272,299029,153.70982360839844
1657205645.4466763,300728,183.35560607910156
1657205652.5089595,302427,180.3509063720703
1657205661.4520566,304126,188.7544708251953
1657205668.4443693,305825,199.45663452148438
1657205674.9469953,307524,216.89979553222656
1657205681.5208561,309223,179.1388397216797
1657205689.9394822,310922,156.2161865234375
1657205697.2928405,312621,163.17898559570312
1657205706.6159267,314320,173.9328155517578
1657205713.2597005,316019,205.75006103515625
1657205721.4628131,317718,206.34178161621094
1657205730.036747,319417,225.84161376953125
1657205738.5124364,321116,212.47021484375
1657205744.8594766,322815,217.5262451171875
1657205752.4192746,324514,208.91021728515625
1657205760.859716,326213,193.54666137695312
1657205767.8340771,327912,116.74459075927734
1657205775.0229425,329611,86.68873596191406
1657205783.085219,331310,101.4430923461914
1657205792.4102583,333009,129.29171752929688
1657205800.8579252,334708,121.91444396972656
1657205808.123086,336407,105.49090576171875
1657205817.304545,338106,146.40513610839844
1657205824.5364053,339805,136.52777099609375
1657205832.4583108,341504,132.5202178955078
1657205839.5712667,343203,56.03444290161133
1657205846.9037044,344902,63.18850326538086
1657205855.5000877,346601,51.69822692871094
1657205862.9425979,348300,70.39083862304688
1657205870.5755374,349999,37.28944396972656
1657205877.619714,351698,55.748294830322266
1657205884.8976073,353397,60.37712860107422
1657205893.1085722,355096,56.104164123535156
1657205900.2066033,356795,53.12995910644531
1657205909.2733727,358494,59.3521728515625
1657205917.0306432,360193,58.99717712402344
1657205924.8088589,361892,77.05586242675781
1657205932.9969764,363591,94.01431274414062
1657205940.7093658,365290,111.9901123046875
1657205948.4277406,366989,132.5224609375
1657205955.9905286,368688,79.03555297851562
1657205963.7348351,370387,72.7694091796875
1657205971.396361,372086,127.33319091796875
1657205979.601436,373785,64.01288604736328
1657205987.4813728,375484,109.76704406738281
1657205995.3104546,377183,50.67203140258789
1657206002.0524356,378882,71.48719024658203
1657206008.548112,380581,61.73463821411133
1657206015.2202444,382280,90.60971069335938
1657206021.7537868,383979,128.7120361328125
1657206028.2035487,385678,140.78616333007812
1657206034.7949345,387377,151.13214111328125
1657206041.3185008,389076,151.14549255371094
1657206047.7553015,390775,154.8671112060547
1657206054.0564625,392474,160.2235107421875
1657206060.4802957,394173,151.5767059326172
1657206067.2392337,395872,145.60435485839844
1657206073.7777617,397571,154.15455627441406
1657206080.1856334,399270,176.3002166748047
1657206086.7790902,400969,157.61972045898438
1657206094.5981562,402668,147.3651580810547
1657206101.8088908,404367,178.24229431152344
1657206108.7535524,406066,174.6417999267578
1657206117.524782,407765,159.6495361328125
1657206125.6824832,409464,184.14483642578125
1657206133.3161151,411163,175.54556274414062
1657206140.6183708,412862,168.48020935058594
1657206148.072388,414561,177.98886108398438
1657206155.682055,416260,189.3408966064453
1657206162.3761623,417959,185.78579711914062
1657206169.6976013,419658,211.52272033691406
1657206176.9010494,421357,185.09597778320312
1657206184.201267,423056,152.65736389160156
1657206191.9634657,424755,126.89645385742188
1657206199.2460275,426454,125.4530029296875
1657206206.1854813,428153,131.62750244140625
1657206214.307801,429852,147.2066192626953
1657206222.869038,431551,156.38368225097656
1657206230.3163471,433250,172.2420196533203
1657206237.994463,434949,189.14028930664062
1657206245.9444733,436648,184.4084014892578
1657206254.635423,438347,191.72364807128906
1657206262.300009,440046,181.541748046875
1657206269.2797592,441745,155.4541015625
1657206276.4545834,443444,160.36993408203125
1657206283.8947167,445143,135.7274932861328
1657206291.5126312,446842,151.66583251953125
1657206299.6330545,448541,184.27468872070312
1657206306.9605072,450240,211.86305236816406
1657206314.3936427,451939,213.55076599121094
1657206322.1364527,453638,197.6174774169922
1657206329.075435,455337,173.04449462890625
1657206336.8079412,457036,199.26312255859375
1657206344.5830307,458735,189.9456787109375
1657206351.5794687,460434,169.02685546875
1657206359.1023624,462133,172.9730224609375
1657206366.691585,463832,184.51348876953125
1657206374.609892,465531,204.86399841308594
1657206381.2272122,467230,167.9513702392578
1657206388.617921,468929,195.75343322753906
1657206395.9922194,470628,205.11422729492188
1657206405.1807036,472327,197.6041259765625
1657206412.7148557,474026,211.5921173095703
1657206421.1089284,475725,237.0409393310547
1657206429.9518266,477424,228.78623962402344
1657206437.7140846,479123,238.9152069091797
1657206445.484322,480822,186.40097045898438
1657206453.949696,482521,212.30184936523438
1657206461.9832304,484220,228.88668823242188
1657206469.8083234,485919,230.44085693359375
1657206478.1919165,487618,210.40438842773438
1657206488.2703416,489317,250.22640991210938
1657206498.2597334,491016,259.5275573730469
1657206506.2427864,492715,251.10450744628906
1657206514.2094939,494414,213.1707305908203
1657206522.5938718,496113,261.49591064453125
1657206530.2591376,497812,266.8398742675781
1657206540.8944607,499511,261.3616027832031
1657206550.9591744,501210,255.53651428222656
1657206560.0728164,502909,302.341552734375
1657206567.7018728,504608,254.6707000732422
1657206576.3361835,506307,234.46290588378906
1657206583.298591,508006,208.1464080810547
1657206590.1157246,509705,202.43795776367188
1657206596.9589202,511404,209.61878967285156
1657206603.650004,513103,221.68441772460938
1657206610.4248993,514802,224.210205078125
1657206617.01529,516501,228.04466247558594
1657206623.54787,518200,222.7489471435547
1657206631.235896,519899,244.316650390625
1657206639.492364,521598,200.3764190673828
1657206646.8480716,523297,202.84478759765625
1657206653.0435095,524996,227.9038543701172
1657206660.1246774,526695,234.16766357421875
1657206666.9265285,528394,230.00157165527344
1657206673.6199877,530093,228.6719207763672
1657206680.0640264,531792,230.31881713867188
1657206687.8536649,533491,264.1778869628906
1657206695.6342645,535190,252.0405731201172
1657206702.2236583,536889,243.8285675048828
1657206708.6325288,538588,246.21868896484375
1657206715.1233053,540287,197.56016540527344
1657206721.6937451,541986,218.12612915039062
1657206728.1185882,543685,212.3795928955078
1657206734.4167945,545384,208.44778442382812
1657206740.9233074,547083,209.81689453125
1657206747.7169223,548782,236.3675994873047
1657206754.518744,550481,211.1911163330078
1657206760.944574,552180,220.09011840820312
1657206767.2407467,553879,220.54266357421875
1657206773.8496165,555578,239.56492614746094
1657206780.3761728,557277,243.03030395507812
1657206787.1512232,558976,194.34449768066406
1657206793.9590333,560675,175.7895050048828
1657206800.4267473,562374,181.1815185546875
1657206806.8815498,564073,170.33203125
1657206813.4959111,565772,252.6708526611328
1657206819.7940826,567471,209.96246337890625
1657206826.346789,569170,175.44859313964844
1657206832.861347,570869,170.57342529296875
1657206839.204396,572568,187.38226318359375
1657206846.6475327,574267,181.7304229736328
1657206853.7271588,575966,209.25624084472656
1657206860.8551142,577665,186.47581481933594
1657206867.3158467,579364,213.33187866210938
1657206873.7596264,581063,227.88275146484375
1657206880.0558336,582762,218.745361328125
1657206886.733955,584461,242.48963928222656
1657206893.4809632,586160,229.83091735839844
1657206900.904088,587859,211.2587127685547
1657206907.6281471,589558,197.70880126953125
1657206913.9013853,591257,197.5538787841797
1657206920.2394536,592956,172.5961151123047
1657206926.9824355,594655,204.86912536621094
1657206933.9278762,596354,214.70596313476562
1657206940.967063,598053,210.96791076660156
1657206947.5873737,599752,214.4905548095703
1657206954.0520947,601451,212.9653778076172
1657206960.402126,603150,216.83702087402344
1657206966.8888254,604849,174.57298278808594
1657206973.195937,606548,186.7852783203125
1657206979.441248,608247,183.378173828125
1657206985.7533894,609946,182.83203125
1657206992.8005552,611645,220.51870727539062
1657207000.0751145,613344,186.5579071044922
1657207006.4151733,615043,178.53140258789062
1657207013.6558673,616742,160.84185791015625
1657207020.2954888,618441,145.14280700683594
1657207027.4892666,620140,142.13934326171875
1657207034.29009,621839,188.70819091796875
1657207040.8695474,623538,145.84461975097656
1657207047.7082725,625237,138.49310302734375
1657207054.6816373,626936,145.97958374023438
1657207062.6274095,628635,162.8694305419922
1657207070.2679844,630334,188.28555297851562
1657207077.1785161,632033,223.19805908203125
1657207084.0720932,633732,208.03262329101562
1657207090.7362847,635431,189.62669372558594
1657207097.3765812,637130,214.0844268798828
1657207103.841304,638829,167.78616333007812
1657207110.1664436,640528,172.6785430908203
1657207117.5090427,642227,169.14108276367188
1657207124.3068776,643926,157.38833618164062
1657207131.1426084,645625,190.73960876464844
1657207138.4939618,647324,184.70530700683594
1657207146.783808,649023,225.5117950439453
1657207154.0873508,650722,183.65875244140625
1657207161.1678529,652421,162.2475128173828
1657207168.313483,654120,161.8568115234375
1657207175.2110522,655819,174.4208221435547
1657207181.4913063,657518,193.75059509277344
1657207188.107626,659217,209.17608642578125
1657207195.1258712,660916,206.93113708496094
1657207202.1331475,662615,176.7512664794922
1657207209.059228,664314,183.6279296875
1657207215.8634493,666013,196.76414489746094
1657207222.8148758,667712,168.49037170410156
1657207232.3344347,669411,161.0096893310547
1657207239.7621138,671110,147.17779541015625
1657207246.0712528,672809,142.42117309570312
1657207252.3604472,674508,145.4057159423828
1657207258.8062224,676207,139.2812042236328
1657207265.6878324,677906,134.2137908935547
1657207272.0059452,679605,150.71937561035156
1657207278.440752,681304,132.5198516845703
1657207284.839652,683003,136.27268981933594
1657207291.2934022,684702,130.1733856201172
1657207298.3934286,686401,141.52255249023438
1657207307.0652547,688100,162.1444854736328
1657207314.5153453,689799,153.72215270996094
1657207321.9784036,691498,176.73013305664062
1657207329.8244367,693197,190.72023010253906
1657207337.1568418,694896,166.7430419921875
1657207344.6288724,696595,179.38955688476562
1657207352.146781,698294,149.99473571777344
1657207359.752457,699993,132.5562744140625
1657207367.2085326,701692,140.29736328125
1657207374.596786,703391,162.61732482910156
1657207382.046878,705090,152.7845001220703
1657207389.5747619,706789,156.87840270996094
1657207397.3968563,708488,140.4750213623047
1657207404.791098,710187,166.83847045898438
1657207412.4197123,711886,178.16583251953125
1657207419.9037101,713585,156.51300048828125
1657207427.4006786,715284,156.61708068847656
1657207434.3032289,716983,150.61524963378906
1657207441.0890973,718682,149.09019470214844
1657207447.6515574,720381,122.1338882446289
1657207453.9766877,722080,116.62389373779297
1657207460.3965023,723779,118.09644317626953
1657207466.917074,725478,146.3857879638672
1657207473.3907766,727177,136.56805419921875
1657207479.707894,728876,145.47900390625
1657207486.068893,730575,139.5381622314453
1657207492.4199228,732274,139.9882049560547
1657207498.9424908,733973,148.69566345214844
1657207505.5169215,735672,141.7510528564453
1657207511.7353024,737371,119.0298843383789
1657207518.5321548,739070,118.22761535644531
1657207524.851306,740769,103.7242431640625
1657207531.2497275,742468,118.28777313232422
1657207538.327268,744167,110.79711151123047
1657207544.5596125,745866,119.3837661743164
1657207550.9398305,747565,110.7109375
1657207558.1679838,749264,113.68929290771484
1657207567.070643,750963,116.48619842529297
1657207574.627002,752662,118.02052307128906
1657207582.7457614,754361,124.42021179199219
1657207590.3225136,756060,110.1806869506836
1657207597.1881683,757759,135.57679748535156
1657207603.4773588,759458,108.11844635009766
1657207609.702765,761157,108.11729431152344
1657207617.1060371,762856,117.85662078857422
1657207625.079556,764555,108.20330810546875
1657207632.233089,766254,103.94466400146484
1657207639.7634594,767953,100.989013671875
1657207647.4950309,769652,112.76582336425781
1657207655.074773,771351,120.96661376953125
1657207661.2762392,773050,135.3849639892578
1657207668.8448184,774749,158.4993896484375
1657207675.691519,776448,150.43695068359375
1657207682.0525224,778147,170.2748260498047
1657207689.4866157,779846,144.8985137939453
1657207696.1294715,781545,164.8267822265625
1657207703.0161107,783244,152.27056884765625
1657207711.451657,784943,167.436767578125
1657207721.0745223,786642,146.88194274902344
1657207728.4119148,788341,128.61199951171875
