index,balance a2c,balance ppo,balance ddpg
20180726,1384099.165,1423495.021,1467237.873
20180727,1384213.436,1427744.396,1469657.695
20180730,1385065.083,1426893.587,1466694.731
20180731,1388956.426,1431728.908,1473410.347
20180801,1381371.116,1422861.567,1464153.779
20180802,1379573.282,1424421.695,1467547.015
20180803,1378905.801,1424077.925,1466187.572
20180806,1389405.511,1433466.323,1471842.269
20180807,1398435.066,1442296.401,1487030.961
20180808,1405281.507,1450757.126,1497707.199
20180809,1402997.917,1451079.288,1491449.612
20180810,1394306.198,1434838.227,1485524.52
20180813,1399818.949,1444540.073,1491712.156
20180814,1396843.299,1433553.406,1483965.014
20180815,1395446.5,1432199.25,1482481
20180816,1395446.5,1432199.25,1482481
20180817,1395446.5,1432199.25,1482481
20180820,1395446.5,1432199.25,1482481
20180821,1395446.5,1432199.25,1482481
20180822,1395446.5,1432199.25,1482481
20180823,1395446.5,1432199.25,1482481
20180824,1395446.5,1432199.25,1482481
20180827,1395446.5,1432199.25,1482481
20180828,1395446.5,1432199.25,1482481
20180829,1395446.5,1432199.25,1482481
20180830,1395446.5,1432199.25,1482481
20180831,1395446.5,1432199.25,1482481
20180904,1395446.5,1432199.25,1482481
20180905,1395446.5,1432199.25,1482481
20180906,1394567.753,1431199.421,1481493.647
20180907,1396570.803,1432270.57,1482461.261
20180910,1400241.957,1435616.976,1488377.087
20180911,1400806.673,1435082.91,1487716.031
20180912,1403488.512,1435191.02,1487354.971
20180913,1399118.403,1431992.005,1480572.892
20180914,1398322.125,1431488.125,1479701.75
20180917,1398322.125,1431488.125,1479701.75
20180918,1398608.048,1431524.127,1479699.087
20180919,1398826.229,1431771.516,1480324.856
20180920,1397167.132,1431157.792,1478114.049
20180921,1395088.94,1428278.724,1475998.648
20180924,1397621.644,1430179.167,1477256.274
20180925,1396976.5,1429738.875,1476311
20180926,1396976.5,1429738.875,1476311
20180927,1396976.5,1429738.875,1476311
20180928,1396976.5,1429738.875,1476311
20181001,1398308.491,1430443.401,1477582.973
20181003,1398087.875,1430298.875,1477401.75
20181004,1399559.946,1431574.154,1479381.788
20181005,1400374.092,1432555.5,1481039.095
20181008,1398345.35,1430222.022,1476425.643
20181009,1396376.47,1428321.087,1475030.447
20181010,1392615.192,1425578.359,1470607.206
20181011,1391928.509,1426602.847,1472661.142
20181012,1391002.875,1426075.375,1471720.25
20181015,1391002.875,1426075.375,1471720.25
20181016,1391002.875,1426075.375,1471720.25
20181017,1373103.5,1413889.25,1453541.375
20181018,1389497.686,1425191.103,1470646.901
20181019,1389324,1425097.75,1470474.125
20181022,1389324,1425097.75,1470474.125
20181023,1389324,1425097.75,1470474.125
20181024,1389324,1425097.75,1470474.125
20181025,1389324,1425097.75,1470474.125
20181026,1391535.995,1426694.711,1471308.087
20181029,1389919.643,1425554.136,1470574.227
20181030,1396835.242,1435076.487,1477101.003
20181031,1396908.374,1430415.477,1478019.823
20181101,1396467.25,1429963.375,1477533.375
20181102,1396467.25,1429963.375,1477533.375
20181105,1396467.25,1429963.375,1477533.375
20181106,1396467.25,1429963.375,1477533.375
20181107,1396467.25,1429963.375,1477533.375
20181108,1396467.25,1429963.375,1477533.375
20181109,1396467.25,1429963.375,1477533.375
20181112,1396467.25,1429963.375,1477533.375
20181113,1396467.25,1429963.375,1477533.375
20181114,1396467.25,1429963.375,1477533.375
20181115,1396467.25,1429963.375,1477533.375
20181116,1396467.25,1429963.375,1477533.375
20181119,1396467.25,1429963.375,1477533.375
20181120,1396467.25,1429963.375,1477533.375
20181121,1396467.25,1429963.375,1477533.375
20181123,1396467.25,1429963.375,1477533.375
20181126,1396467.25,1429963.375,1477533.375
20181127,1396467.25,1429963.375,1477533.375
20181128,1396467.25,1429963.375,1477533.375
20181129,1396467.25,1429963.375,1477533.375
20181130,1396467.25,1429963.375,1477533.375
20181203,1396467.25,1429963.375,1477533.375
20181204,1396467.25,1429963.375,1477533.375
20181206,1396467.25,1429963.375,1477533.375
20181207,1396467.25,1429963.375,1477533.375
20181210,1396467.25,1429963.375,1477533.375
20181211,1396467.25,1429963.375,1477533.375
20181212,1396467.25,1429963.375,1477533.375
20181213,1396467.25,1429963.375,1477533.375
20181214,1396467.25,1429963.375,1477533.375
20181217,1396467.25,1429963.375,1477533.375
20181218,1396467.25,1429963.375,1477533.375
20181219,1396467.25,1429963.375,1477533.375
20181220,1396467.25,1429963.375,1477533.375
20181221,1396467.25,1429963.375,1477533.375
20181224,1396467.25,1429963.375,1477533.375
20181226,1396467.25,1429963.375,1477533.375
20181227,1396467.25,1429963.375,1477533.375
20181228,1396467.25,1429963.375,1477533.375
20181231,1396467.25,1429963.375,1477533.375
20190102,1396467.25,1429963.375,1477533.375
20190104,1396467.25,1429963.375,1477533.375
20190107,1396467.25,1429963.375,1477533.375
20190108,1396467.25,1429963.375,1477533.375
20190109,1396467.25,1429963.375,1477533.375
20190110,1396467.25,1429963.375,1477533.375
20190111,1406998.857,1437184.242,1483234.649
20190114,1406772,1437040.75,1483102.75
20190115,1406772,1437040.75,1483102.75
20190116,1406772,1437040.75,1483102.75
20190117,1406772,1437040.75,1483102.75
20190118,1406772,1437040.75,1483102.75
20190122,1391002.875,1426075.375,1471720.25
20190123,1407276.704,1437742.706,1483870.418
20190124,1407875.622,1441545.317,1487368.857
20190125,1409229.279,1443106.032,1489025.059
20190128,1410448.067,1444199.257,1490778.471
20190129,1410719.521,1445003.045,1489888.703
20190130,1409968.739,1442445.316,1485100.301
20190131,1410007.217,1447244.725,1486997.41
20190201,1422577.242,1450209.388,1485332.25
20190204,1426058.444,1452157.837,1495436.66
20190205,1437748.292,1464449.054,1514438.062
20190206,1424442.061,1456459.745,1496115.104
20190207,1423897.384,1460211.832,1508982.147
20190208,1427972.667,1460048.932,1507392.081
20190211,1437903.998,1465167.502,1516121.925
20190212,1419830.231,1455658.117,1500758.529
20190213,1423635.791,1454232.252,1502989.539
20190214,1436856.339,1483613.946,1518273.293
20190215,1437990.752,1480201.141,1510662.332
20190219,1436446.939,1489137.482,1510986.892
20190220,1443748.863,1499715.638,1515673.659
20190221,1449410.199,1509432.742,1524701.726
20190222,1441131.131,1510171.626,1517160.199
20190225,1427011.636,1498317.027,1504207.866
20190226,1423215.447,1487995.581,1502414.292
20190227,1419253.2,1482576.151,1499973.289
20190228,1445202.898,1503636.609,1520691.069
20190301,1456203.179,1510878.508,1529053.674
20190304,1449468.136,1510623.956,1521895.26
20190305,1484961.81,1534645.974,1548887.451
20190306,1484165.885,1532531.98,1549887.588
20190307,1491246.175,1536783.46,1554956.002
20190308,1483344.162,1529477.397,1554422.346
20190311,1486050.088,1541906.399,1563298.764
20190312,1489884.103,1541119.033,1564764.292
20190313,1479243.364,1540926.378,1561628.295
20190314,1466061.97,1530342.879,1557916.854
20190315,1460628.778,1521756.035,1555201.267
20190318,1465062.995,1535890.412,1560522.918
20190319,1459360.33,1515598.686,1556272.449
20190320,1456303.673,1519987.806,1551843.441
20190321,1451349.822,1511608.494,1545540.18
20190322,1438112.706,1502798.539,1534499.281
20190325,1435497.141,1500156.903,1526896.781
20190326,1449577.946,1518428.437,1546396.906
20190327,1453437.116,1520336.259,1552056.863
20190328,1450632.084,1532641.643,1557722.102
20190329,1450607.099,1537676.495,1553947.188
20190401,1454768.116,1544926.489,1560974.152
20190402,1467426.705,1549946.774,1565390.113
20190403,1466739.54,1549164.405,1564030.121
20190405,1457343.692,1543967.736,1561989.952
20190408,1473792.085,1562439.804,1577356.815
20190409,1442964.316,1537436.523,1554851.702
20190410,1444026.123,1533045.128,1552531.571
20190411,1448782.366,1537259.262,1564788.348
20190412,1443635.035,1533296.614,1558776.59
20190415,1450916.463,1539448.327,1565462.617
20190416,1464380.885,1552828.804,1576622.114
20190417,1495650.101,1560793.415,1594279.656
20190418,1435840.858,1560961.581,1562340.52
20190422,1434405,1559400.625,1560778.25
20190423,1434405,1559400.625,1560778.25
20190424,1406772,1437040.75,1483102.75
20190425,1434551.825,1559668.659,1559133.214
20190426,1434430.875,1559510,1558962.125
20190429,1434430.875,1559510,1558962.125
20190430,1434430.875,1559510,1558962.125
20190501,1434430.875,1559510,1558962.125
20190502,1434430.875,1559510,1558962.125
20190503,1434430.875,1559510,1558962.125
20190506,1434430.875,1559510,1558962.125
20190507,1434430.875,1559510,1558962.125
20190508,1434430.875,1559510,1558962.125
20190509,1434430.875,1559510,1558962.125
20190510,1434430.875,1559510,1558962.125
20190513,1434430.875,1559510,1558962.125
20190514,1434430.875,1559510,1558962.125
20190515,1434430.875,1559510,1558962.125
20190516,1434430.875,1559510,1558962.125
20190517,1434430.875,1559510,1558962.125
20190520,1434430.875,1559510,1558962.125
20190521,1434430.875,1559510,1558962.125
20190522,1434430.875,1559510,1558962.125
20190523,1434430.875,1559510,1558962.125
20190524,1434430.875,1559510,1558962.125
20190528,1434430.875,1559510,1558962.125
20190529,1434430.875,1559510,1558962.125
20190530,1434430.875,1559510,1558962.125
20190531,1434430.875,1559510,1558962.125
20190603,1434430.875,1559510,1558962.125
20190604,1434430.875,1559510,1558962.125
20190605,1434430.875,1559510,1558962.125
20190606,1434430.875,1559510,1558962.125
20190607,1434430.875,1559510,1558962.125
20190610,1434430.875,1559510,1558962.125
20190611,1434430.875,1559510,1558962.125
20190612,1434430.875,1559510,1558962.125
20190613,1434430.875,1559510,1558962.125
20190614,1434430.875,1559510,1558962.125
20190617,1434430.875,1559510,1558962.125
20190618,1434430.875,1559510,1558962.125
20190619,1434430.875,1559510,1558962.125
20190620,1434430.875,1559510,1558962.125
20190621,1434430.875,1559510,1558962.125
20190624,1434430.875,1559510,1558962.125
20190625,1434430.875,1559510,1558962.125
20190626,1434430.875,1559510,1558962.125
20190627,1434430.875,1559510,1558962.125
20190628,1434430.875,1559510,1558962.125
20190701,1434430.875,1559510,1558962.125
20190702,1434430.875,1559510,1558962.125
20190703,1434430.875,1559510,1558962.125
20190708,1434430.875,1559510,1558962.125
20190709,1434430.875,1559510,1558962.125
20190710,1434430.875,1559510,1558962.125
20190711,1434430.875,1559510,1558962.125
20190712,1434430.875,1559510,1558962.125
20190715,1434430.875,1559510,1558962.125
20190716,1434430.875,1559510,1558962.125
20190717,1434473.453,1560049.517,1558015.906
20190718,1434226.692,1562007.298,1559359.889
20190719,1436353.823,1564507.409,1559527.158
20190722,1437286.813,1565028.817,1562866.37
20190723,1438945.362,1568608.187,1568878.486
20190724,1437211.136,1567674.491,1567358.139
20190725,1434405,1559400.625,1560778.25
20190726,1432284.205,1562696.705,1563647.687
20190729,1435333.217,1564989.235,1566935.764
20190730,1441322.568,1569987.973,1580865.175
20190731,1440697.125,1569037,1579289.625
20190801,1440697.125,1569037,1579289.625
20190802,1440697.125,1569037,1579289.625
20190805,1440697.125,1569037,1579289.625
20190806,1440595.023,1569681.243,1578346.847
20190807,1440152.074,1567620.356,1574632.967
20190808,1439389.953,1567865.477,1574318.258
20190809,1442604.124,1571325.34,1579128.928
20190812,1437432.862,1571302.714,1581027.554
20190813,1436809.625,1570747.5,1579882.875
20190814,1436809.625,1570747.5,1579882.875
20190815,1436809.625,1570747.5,1579882.875
20190816,1436809.625,1570747.5,1579882.875
20190819,1436809.625,1570747.5,1579882.875
20190820,1435829.774,1568599.698,1577754.871
20190821,1435688.25,1568435.75,1577567.5
20190822,1431222.748,1562522.201,1572194.526
20190823,1433988.017,1565368.4,1576685.971
20190826,1433872.145,1565528.079,1575195.7
20190827,1433515.625,1565269.625,1574645.375
20190828,1433515.625,1565269.625,1574645.375
20190829,1433515.625,1565269.625,1574645.375
20190830,1433515.625,1565269.625,1574645.375
20190903,1433515.625,1565269.625,1574645.375
20190904,1433515.625,1565269.625,1574645.375
20190905,1433515.625,1565269.625,1574645.375
20190906,1433515.625,1565269.625,1574645.375
20190909,1433515.625,1565269.625,1574645.375
20190910,1433515.625,1565269.625,1574645.375
20190911,1433515.625,1565269.625,1574645.375
20190912,1433515.625,1565269.625,1574645.375
20190913,1433515.625,1565269.625,1574645.375
20190916,1433515.625,1565269.625,1574645.375
20190917,1433515.625,1565269.625,1574645.375
20190918,1433515.625,1565269.625,1574645.375
20190919,1433515.625,1565269.625,1574645.375
20190920,1433515.625,1565269.625,1574645.375
20190923,1433515.625,1565269.625,1574645.375
20190924,1433515.625,1565269.625,1574645.375
20190925,1433515.625,1565269.625,1574645.375
20190926,1433515.625,1565269.625,1574645.375
20190927,1433515.625,1565269.625,1574645.375
20190930,1433515.625,1565269.625,1574645.375
20191001,1433515.625,1565269.625,1574645.375
20191002,1433515.625,1565269.625,1574645.375
20191004,1433515.625,1565269.625,1574645.375
20191007,1433515.625,1565269.625,1574645.375
20191008,1433515.625,1565269.625,1574645.375
20191009,1433515.625,1565269.625,1574645.375
20191010,1433515.625,1565269.625,1574645.375
20191011,1433515.625,1565269.625,1574645.375
20191014,1433515.625,1565269.625,1574645.375
20191015,1433515.625,1565269.625,1574645.375
20191016,1433515.625,1565269.625,1574645.375
20191017,1433515.625,1565269.625,1574645.375
20191018,1433515.625,1565269.625,1574645.375
20191021,1433515.625,1565269.625,1574645.375
20191022,1433515.625,1565269.625,1574645.375
20191023,1433515.625,1565269.625,1574645.375
20191024,1434071.708,1563474.616,1564242.322
20191025,1432781.125,1564577.735,1573543.168
20191028,1432610,1564483.25,1573332.25
20191029,1432610,1564483.25,1573332.25
20191030,1432610,1564483.25,1573332.25
20191031,1432610,1564483.25,1573332.25
20191101,1432610,1564483.25,1573332.25
20191104,1432610,1564483.25,1573332.25
20191105,1432610,1564483.25,1573332.25
20191106,1432610,1564483.25,1573332.25
20191107,1432610,1564483.25,1573332.25
20191108,1432610,1564483.25,1573332.25
20191111,1432610,1564483.25,1573332.25
20191112,1432610,1564483.25,1573332.25
20191113,1432610,1564483.25,1573332.25
20191114,1432610,1564483.25,1573332.25
20191115,1432610,1564483.25,1573332.25
20191118,1432610,1564483.25,1573332.25
20191119,1432610,1564483.25,1573332.25
20191120,1432610,1564483.25,1573332.25
20191121,1432610,1564483.25,1573332.25
20191122,1432610,1564483.25,1573332.25
20191125,1432610,1564483.25,1573332.25
20191126,1432610,1564483.25,1573332.25
20191127,1432610,1564483.25,1573332.25
20191129,1432610,1564483.25,1573332.25
20191202,1432610,1564483.25,1573332.25
20191203,1432610,1564483.25,1573332.25
20191204,1433716.647,1564134.331,1573595.811
20191205,1433478.375,1564002.75,1573389.75
20191206,1433478.375,1564002.75,1573389.75
20191209,1433478.375,1564002.75,1573389.75
20191210,1433478.375,1564002.75,1573389.75
20191211,1433478.375,1564002.75,1573389.75
20191212,1433478.375,1564002.75,1573389.75
20191213,1433478.375,1564002.75,1573389.75
20191216,1433478.375,1564002.75,1573389.75
20191217,1433478.375,1564002.75,1573389.75
20191218,1433478.375,1564002.75,1573389.75
20191219,1433478.375,1564002.75,1573389.75
20191220,1433478.375,1564002.75,1573389.75
20191223,1433478.375,1564002.75,1573389.75
20191224,1433478.375,1564002.75,1573389.75
20191226,1433478.375,1564002.75,1573389.75
20191227,1433478.375,1564002.75,1573389.75
20191230,1433478.375,1564002.75,1573389.75
20191231,1433478.375,1564002.75,1573389.75
20200102,1433478.375,1564002.75,1573389.75
20200106,1433478.375,1564002.75,1573389.75
20200107,1433478.375,1564002.75,1573389.75
20200108,1433478.375,1564002.75,1573389.75
20200109,1433478.375,1564002.75,1573389.75
20200110,1433478.375,1564002.75,1573389.75
20200113,1433478.375,1564002.75,1573389.75
20200114,1433478.375,1564002.75,1573389.75
20200115,1433478.375,1564002.75,1573389.75
20200116,1433478.375,1564002.75,1573389.75
20200117,1433478.375,1564002.75,1573389.75
20200121,1433478.375,1564002.75,1573389.75
20200122,1433478.375,1564002.75,1573389.75
20200123,1433478.375,1564002.75,1573389.75
20200124,1433478.375,1564002.75,1573389.75
20200127,1433478.375,1564002.75,1573389.75
20200128,1433515.625,1565269.625,1574645.375
20200129,1432672.156,1563134.057,1572059.3
20200130,1433554.239,1564023.614,1575931.713
20200131,1433311.125,1563765.625,1575338.375
20200203,1432990.791,1563088.279,1574183.386
20200204,1432925.375,1562931.25,1573916.875
20200205,1432925.375,1562931.25,1573916.875
20200206,1432925.375,1562931.25,1573916.875
20200207,1432925.375,1562931.25,1573916.875
20200210,1432925.375,1562931.25,1573916.875
20200211,1432925.375,1562931.25,1573916.875
20200212,1432925.375,1562931.25,1573916.875
20200213,1432925.375,1562931.25,1573916.875
20200214,1432925.375,1562931.25,1573916.875
20200218,1432925.375,1562931.25,1573916.875
20200219,1432925.375,1562931.25,1573916.875
20200220,1432925.375,1562931.25,1573916.875
20200221,1432925.375,1562931.25,1573916.875
20200224,1432925.375,1562931.25,1573916.875
20200225,1432925.375,1562931.25,1573916.875
20200226,1432925.375,1562931.25,1573916.875
20200227,1432925.375,1562931.25,1573916.875
20200228,1432925.375,1562931.25,1573916.875
20200302,1432925.375,1562931.25,1573916.875
20200303,1432925.375,1562931.25,1573916.875
20200304,1432925.375,1562931.25,1573916.875
20200305,1432925.375,1562931.25,1573916.875
20200306,1432925.375,1562931.25,1573916.875
20200309,1432925.375,1562931.25,1573916.875
20200310,1432925.375,1562931.25,1573916.875
20200311,1432925.375,1562931.25,1573916.875
20200312,1432925.375,1562931.25,1573916.875
20200313,1432925.375,1562931.25,1573916.875
20200316,1428136.209,1558392.902,1564568.989
20200317,1417839.808,1551595.147,1551428.994
20200318,1417579.25,1551364.5,1550968.5
20200319,1417579.25,1551364.5,1550968.5
20200320,1417594.175,1549180.45,1548286.537
20200323,1417490.625,1549065.75,1548115.5
20200324,1417490.625,1549065.75,1548115.5
20200325,1417490.625,1549065.75,1548115.5
20200326,1417490.625,1549065.75,1548115.5
20200327,1417490.625,1549065.75,1548115.5
20200330,1417490.625,1549065.75,1548115.5
20200331,1417490.625,1549065.75,1548115.5
20200401,1417490.625,1549065.75,1548115.5
20200402,1417490.625,1549065.75,1548115.5
20200406,1417490.625,1549065.75,1548115.5
20200407,1417490.625,1549065.75,1548115.5
20200408,1417490.625,1549065.75,1548115.5
20200409,1417490.625,1549065.75,1548115.5
20200413,1417490.625,1549065.75,1548115.5
20200414,1417490.625,1549065.75,1548115.5
20200415,1417490.625,1549065.75,1548115.5
20200416,1417490.625,1549065.75,1548115.5
20200417,1417490.625,1549065.75,1548115.5
20200420,1417490.625,1549065.75,1548115.5
20200421,1417490.625,1549065.75,1548115.5
20200422,1417490.625,1549065.75,1548115.5
20200423,1417490.625,1549065.75,1548115.5
20200424,1417490.625,1549065.75,1548115.5
20200427,1417490.625,1549065.75,1548115.5
20200428,1417490.625,1549065.75,1548115.5
20200429,1433478.375,1564002.75,1573389.75
20200430,1417349.925,1548990.777,1549014.638
20200501,1417246.375,1548864.5,1548873.875
20200504,1417246.375,1548864.5,1548873.875
20200505,1417246.375,1548864.5,1548873.875
20200506,1417246.375,1548864.5,1548873.875
20200507,1417246.375,1548864.5,1548873.875
20200508,1417246.375,1548864.5,1548873.875
20200511,1417246.375,1548864.5,1548873.875
20200512,1417246.375,1548864.5,1548873.875
20200513,1417246.375,1548864.5,1548873.875
20200514,1417246.375,1548864.5,1548873.875
20200515,1417246.375,1548864.5,1548873.875
20200518,1417246.375,1548864.5,1548873.875
20200519,1417246.375,1548864.5,1548873.875
20200520,1417246.375,1548864.5,1548873.875
20200521,1417246.375,1548864.5,1548873.875
20200522,1417246.375,1548864.5,1548873.875
20200526,1417246.375,1548864.5,1548873.875
20200527,1417246.375,1548864.5,1548873.875
20200528,1417246.375,1548864.5,1548873.875
20200529,1417246.375,1548864.5,1548873.875
20200601,1417246.375,1548864.5,1548873.875
20200602,1417246.375,1548864.5,1548873.875
20200603,1417246.375,1548864.5,1548873.875
20200604,1417246.375,1548864.5,1548873.875
20200605,1417246.375,1548864.5,1548873.875
20200608,1417246.375,1548864.5,1548873.875
20200609,1417246.375,1548864.5,1548873.875
20200610,1417246.375,1548864.5,1548873.875
20200611,1417246.375,1548864.5,1548873.875
20200612,1417246.375,1548864.5,1548873.875
20200615,1417246.375,1548864.5,1548873.875
20200616,1417246.375,1548864.5,1548873.875
20200617,1417246.375,1548864.5,1548873.875
20200618,1417246.375,1548864.5,1548873.875
20200619,1417246.375,1548864.5,1548873.875
20200622,1416979.593,1548660.308,1547915.779
20200623,1418114.048,1550349.738,1550004.963
20200624,1417863.5,1550161.5,1549638
20200625,1417863.5,1550161.5,1549638
20200626,1417863.5,1550161.5,1549638
20200629,1421975.886,1553189.515,1557252.878
20200630,1421846.5,1553079.875,1557048.5
20200701,1421846.5,1553079.875,1557048.5
20200702,1421846.5,1553079.875,1557048.5
