index,balance a2c,balance ppo,balance td3,balance ensemble,balance orig,balance no_turb,balance orig_td3
20200602,1431885.625,1438973,1737087.25,1540938.75,1646712.875,1375569.389,1676418.418
20200603,1431885.625,1438973,1737087.25,1540938.75,1646712.875,1402576.691,1676297.5
20200604,1436428.944,1443247.865,1743012.75,1546864.25,1654327.628,1444243.547,1676297.5
20200605,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1436493.844,1676297.5
20200608,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1517046.677,1676297.5
20200609,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1552515.481,1676297.5
20200610,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1527674.578,1676297.5
20200611,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1475495.75,1676297.5
20200612,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1361017.36,1676297.5
20200615,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1381682.254,1676297.5
20200616,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1371302.802,1676297.5
20200617,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1408723.883,1676297.5
20200618,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1375945.419,1676297.5
20200619,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1382577.935,1676297.5
20200622,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1369514.098,1676297.5
20200623,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1378587.702,1676297.5
20200624,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1384692.247,1676297.5
20200625,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1333453.583,1676297.5
20200626,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1352257.45,1676297.5
20200629,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1313815.596,1676297.5
20200630,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1332386.823,1676297.5
20200701,1436286,1443067.125,1742856.125,1546707.625,1654123.25,1350899.52,1676297.5
20200702,1436285.98,1443067.105,1742856.134,1546707.625,1645190.25,1356850.277,1673314.375
