index,balance a2c,balance ppo,balance td3,balance ensemble,balance orig,balance no_turb,balance orig_td3
20190225,1475041.601,1427801.809,1812477.584,1609193.349,1663839.615,1823725.246,1735203.786
20190226,1473523.278,1426716.448,1814612.612,1605233.454,1659406.478,1828612.676,1737065.424
20190227,1466353.649,1426539.876,1813703.041,1595093.994,1656558.983,1836484.77,1728813.203
20190228,1475856.184,1427947.77,1819897.135,1605006.222,1662504.552,1837088.145,1725211.122
20190301,1460635.555,1424095.134,1806575.465,1589728.862,1657922.123,1854404.887,1717306.211
20190304,1459981.308,1421874.727,1801555.305,1588767.391,1653350.752,1854263.121,1701919.353
20190305,1450635.48,1415048.058,1793800.416,1579999.57,1647259.393,1856762.317,1699482.885
20190306,1438234.196,1404132.603,1781841.612,1566746.145,1635410.971,1843235.012,1708192.986
20190307,1437978.504,1399204.506,1781440.948,1567007.54,1627560.686,1842163.285,1708366.488
20190308,1442817.794,1419157.08,1787162.319,1574785.557,1648353.709,1828595.278,1707677.463
20190311,1428403.181,1420569.523,1772429.295,1560481.481,1654486.795,1850873.02,1705538.262
20190312,1439537.102,1425736.821,1779905.452,1573094.761,1660301.186,1858562.184,1712667.4
20190313,1438642.096,1426728.798,1779560.772,1572045.056,1656229.893,1873758.567,1725508.366
20190314,1446081.174,1431001.712,1793388.002,1579587.213,1663878.057,1871488.254,1725853.64
20190315,1449216.844,1438675.583,1793406.108,1583310.993,1668398.729,1874667.918,1714329.119
20190318,1448618.334,1437596.715,1791470.975,1582400.363,1667090.436,1884264.614,1728237.144
20190319,1439956.953,1433636.758,1788586.569,1572900.601,1665025.74,1882157.215,1696133.056
20190320,1449730.166,1451215.858,1804467.004,1584789.893,1681753.772,1878109.16,1702046.907
20190321,1417891.228,1429184.623,1768772.838,1549832.8,1657878.729,1893478.926,1697302.57
20190322,1420631.151,1429463.18,1770151.108,1551447.745,1655301.253,1863550.481,1704721.495
20190325,1425874.041,1437434.22,1780786.756,1556399.243,1661775.64,1857511.02,1720597.623
20190326,1425058.557,1435900.819,1780278.057,1555298.85,1668841.425,1874809.528,1753913.79
20190327,1430992.586,1442140.096,1785810.418,1561570.805,1680740.765,1861644.95,1688245.813
20190328,1444615.808,1452844.54,1798600.955,1576628.355,1699347.222,1868973.653,1686557.625
20190329,1466319.13,1470344.902,1823611.967,1600471.964,1662990.242,1874939.246,1686557.625
20190401,1447885.427,1468005.075,1779925.452,1563602.674,1661327.25,1896160.942,1663198.875
20190402,1446437.5,1466537.44,1778145.5,1562039.125,1661327.25,1891354.45,1685365.122
20190403,1446437.5,1466537.88,1778145.5,1562039.125,1661327,1886392.489,1685160.625
20190405,1446437.543,1466537.847,1778145.559,1560198.549,1661699.341,1887206.379,1685160.625
20190408,1444756.375,1466484.378,1776290,1559936.25,1661558.375,1887206.361,1685160.625
20190409,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1893963.673,1685160.625
20190410,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1877185.662,1685160.625
20190411,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1873973.089,1685160.625
20190412,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1855435.3,1685160.625
20190415,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1846467.584,1685160.625
20190416,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1850989.542,1685160.625
20190417,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1826907.659,1685160.625
20190418,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1823619.269,1685160.625
20190422,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1841979.796,1685160.625
20190423,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1859081.105,1685160.625
20190424,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1838069.515,1685160.625
20190425,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1857804.671,1685160.625
20190426,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1846513.986,1685160.625
20190429,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1841542.681,1685160.625
20190430,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1862916.437,1685160.625
20190501,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1842728.95,1685160.625
20190502,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1832947.64,1685160.625
20190503,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1845413.746,1685160.625
20190506,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1840362.144,1685160.625
20190507,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1822064.947,1685160.625
20190508,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1821648.735,1685160.625
20190509,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1827740.471,1685160.625
20190510,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1829468.877,1685160.625
20190513,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1804020.295,1685160.625
20190514,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1811989.917,1685160.625
20190515,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1820884.607,1685160.625
20190516,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1835399.58,1685160.625
20190517,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1825559.263,1685160.625
20190520,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1829333.517,1685160.625
20190521,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1839807.01,1685160.625
20190522,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1840100.71,1685160.625
20190523,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1813756.231,1685160.625
20190524,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1822414.433,1685160.625
20190528,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1797222.468,1685160.625
20190529,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1780854.908,1685160.625
20190530,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1777796.172,1685160.625
20190531,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1754523.103,1685160.625
20190603,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1775921.971,1685160.625
20190604,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1807067.585,1685160.625
20190605,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1809461.892,1685160.625
20190606,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1829598.073,1685160.625
20190607,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1844904.444,1685160.625
20190610,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1854148.539,1685160.625
20190611,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1856530.325,1685160.625
20190612,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1848324.142,1685160.625
20190613,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1849989.998,1685160.625
20190614,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1846249.736,1685160.625
20190617,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1856303.212,1685160.625
20190618,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1879049.981,1685160.625
20190619,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1884087.018,1685160.625
20190620,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1894595.434,1685160.625
20190621,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1905325.307,1684413.698
20190624,1444527.75,1466307.875,1776087.125,1559936.25,1661558.375,1902682.14,1686174.521
20190625,1444527.75,1466307.875,1776087.125,1559936.25,1660668.869,1889190.195,1687246.903
20190626,1443991.805,1466323.576,1775062.25,1559273.46,1662017.593,1882749.087,1687977.743
20190627,1445130.801,1468318.812,1776687.12,1560399.499,1664509.274,1876757.309,1691846.504
20190628,1446335.78,1470752.175,1777183.125,1561581.277,1666002.402,1886213.947,1690467.199
20190701,1446732.044,1472045.27,1777704.82,1561982.532,1669882.012,1896738.565,1686557.625
20190702,1452932.201,1477808.334,1784393.375,1567943.764,1668673.625,1890925.129,1686834.995
20190703,1451680.604,1473578.708,1781179.49,1566723.684,1661327.25,1909924.06,1689885.934
20190708,1451637.388,1473319.496,1780972.202,1557988.872,1665150.705,1897335.46,1693041.349
20190709,1443296.717,1465130.996,1776224.273,1559116.375,1668700.327,1897335.514,1692317.25
20190710,1444571.976,1468043.852,1778571.559,1577040.426,1673829.788,1896320.112,1692317.25
20190711,1465587.206,1475279.445,1790650.718,1575463.375,1672857.5,1912593.587,1692317.25
20190712,1464121.625,1473998.75,1788860.125,1575463.375,1672857.5,1888030.562,1692317.25
20190715,1464121.625,1473998.75,1788860.125,1575463.375,1672857.5,1882595.908,1692381.353
20190716,1464121.625,1473998.75,1788860.125,1575463.375,1672857.5,1886720.315,1691197.33
20190717,1462818.172,1474059.027,1788129.25,1574732.5,1672499.442,1877050.167,1691636.525
20190718,1463442.676,1475223.135,1787608.748,1574212.123,1669903.745,1871147.863,1693831.625
20190719,1463375.21,1474615.037,1786860.637,1573463.887,1670272.406,1874240.843,1694781.841
20190722,1466734.937,1479457.44,1791878.506,1578481.818,1672304.617,1856550.43,1694293.375
20190723,1458815.385,1472842.784,1781346.125,1567949.438,1671065.757,1859657.581,1694293.375
20190724,1457910,1472130.625,1780219.5,1566822.875,1670554.5,1875725.372,1694293.375
20190725,1457910,1472130.625,1780219.5,1566822.875,1670554.5,1873286.674,1694293.375
20190726,1457910,1472130.625,1780219.5,1566822.875,1670554.5,1865717.679,1694293.375
20190729,1457910,1472130.625,1780219.5,1566822.875,1670554.5,1860363.952,1693310.981
20190730,1457910,1472130.625,1780219.5,1566822.875,1670554.5,1875550.152,1693200.125
20190731,1454970.882,1470056.868,1777437.001,1564040.251,1668204.528,1860364.016,1689680.797
20190801,1454761,1469858.625,1777217,1563820.375,1668023.625,1842682.48,1692204.03
20190802,1448937.81,1464084.437,1770537.998,1557141.248,1664161.956,1841202.048,1691454.169
20190805,1453073.427,1466719.075,1775727.503,1562330.753,1667112.409,1803353.781,1691128.375
20190806,1453391.498,1466138.376,1774873.119,1561476.494,1667943.814,1825896.807,1691128.375
20190807,1452855.375,1465744,1774228,1560831.375,1667649.125,1822149.638,1691128.375
20190808,1452855.375,1465744,1774228,1560831.375,1667649.125,1852579.064,1691128.375
20190809,1452855.375,1465744,1774228,1560831.375,1667649.125,1843475.546,1691128.375
20190812,1452855.375,1465744,1774228,1560831.375,1667649.125,1824726.989,1691128.375
20190813,1452855.375,1465744,1774228,1560831.375,1667649.125,1844149.721,1691128.375
20190814,1452855.375,1465744,1774228,1560831.375,1667649.125,1779862.306,1691128.375
20190815,1452855.375,1465744,1774228,1560831.375,1667649.125,1775069.799,1691128.375
20190816,1452855.375,1465744,1774228,1560831.375,1667649.125,1806184.855,1691128.375
20190819,1452855.375,1465744,1774228,1560831.375,1667649.125,1827659.843,1691128.375
20190820,1452855.375,1465744,1774228,1560831.375,1667649.125,1810168.51,1691128.375
20190821,1452855.375,1465744,1774228,1560831.375,1667649.125,1830881.178,1691128.375
20190822,1452855.375,1465744,1774228,1560831.375,1667649.125,1827258.312,1691128.375
20190823,1452855.375,1465744,1774228,1560831.375,1667649.125,1776668.253,1691128.375
20190826,1452855.375,1465744,1774228,1560831.375,1667649.125,1790364.975,1691128.375
20190827,1452855.375,1465744,1774228,1560831.375,1667649.125,1777650.55,1691128.375
20190828,1452855.375,1465744,1774228,1560831.375,1667649.125,1794605.092,1691128.375
20190829,1452855.375,1465744,1774228,1560831.375,1667649.125,1810063.149,1691128.375
20190830,1452855.375,1465744,1774228,1560831.375,1667649.125,1807792.095,1691128.375
20190903,1452855.375,1465744,1774228,1560831.375,1667649.125,1802205.282,1691128.375
20190904,1452855.375,1465744,1774228,1560831.375,1667649.125,1808369.175,1691128.375
20190905,1452855.375,1465744,1774228,1560831.375,1667649.125,1826717.594,1691128.375
20190906,1452855.375,1465744,1774228,1560831.375,1667649.125,1836637.596,1691128.375
20190909,1452855.375,1465744,1774228,1560831.375,1667649.125,1818785.861,1691128.375
20190910,1452855.375,1465744,1774228,1560831.375,1667649.125,1804684.414,1691128.375
20190911,1452855.375,1465744,1774228,1560831.375,1667649.125,1814583.891,1691128.375
20190912,1452855.375,1465744,1774228,1560831.375,1667649.125,1821132.893,1691128.375
20190913,1452855.375,1465744,1774228,1560831.375,1667649.125,1824189.303,1691128.375
20190916,1452855.375,1465744,1774228,1560831.375,1667649.125,1827666.273,1691128.375
20190917,1452855.375,1465744,1774228,1560831.375,1667649.125,1828763.348,1691128.375
20190918,1452855.375,1465744,1774228,1560831.375,1667649.125,1828069.946,1691128.375
20190919,1452855.375,1465744,1774228,1560831.375,1667649.125,1827125.916,1691128.375
20190920,1452855.375,1465744,1774228,1560831.375,1667649.125,1830661.74,1691128.375
20190923,1452855.375,1465744,1774228,1560831.375,1667649.125,1829010.704,1691128.375
20190924,1452855.375,1465744,1774228,1560831.375,1667649.125,1811301.802,1691128.375
20190925,1452855.375,1465744,1774228,1560831.375,1667649.125,1812581.342,1691128.375
20190926,1452855.375,1465744,1774228,1560831.375,1667649.125,1813516.088,1691128.375
20190927,1452855.375,1465744,1774228,1560831.375,1667649.125,1811079.854,1691128.375
20190930,1452855.375,1465744,1774228,1560831.375,1667649.125,1810098.691,1687895.671
20191001,1452855.375,1465744,1774228,1560831.375,1667649.125,1781904.159,1690659.919
20191002,1452855.375,1465744,1774228,1560831.375,1666623.676,1734818.739,1690562.375
20191004,1452855.352,1465744.016,1774228.053,1559857.818,1666546.918,1751956.053,1690562.375
20191007,1451824.386,1464423.957,1773003.124,1559686.625,1666336,1751956.035,1690562.375
20191008,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1768584.873,1690562.375
20191009,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1741305.802,1690562.375
20191010,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1760675.102,1690562.375
20191011,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1770544.908,1690562.375
20191014,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1787665.481,1690562.375
20191015,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1792582.839,1690562.375
20191016,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1802078.031,1690562.375
20191017,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1782723.914,1690562.375
20191018,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1781868.866,1690562.375
20191021,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1774504.269,1690562.375
20191022,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1794619.233,1690562.375
20191023,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1776664.587,1690562.375
20191024,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1789515.083,1690562.375
20191025,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1779345.721,1690562.375
20191028,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1784827.925,1690562.375
20191029,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1778041.23,1690562.375
20191030,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1789474.889,1690562.375
20191031,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1788595.278,1690562.375
20191101,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1786568.659,1690562.375
20191104,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1809715.288,1690562.375
20191105,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1833568.933,1690562.375
20191106,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1845166.824,1690562.375
20191107,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1827436.889,1690562.375
20191108,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1851069.502,1690467.284
20191111,1451615.875,1464210.625,1772747.125,1559686.625,1666336,1824553.495,1690293
20191112,1452672.251,1464108.934,1773262.75,1560791.251,1666599.436,1815267.499,1690293
20191113,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1805855.446,1690293
20191114,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1799391.489,1690293
20191115,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1795857.506,1690293
20191118,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1807748.603,1690293
20191119,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1791674.76,1690293
20191120,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1784719.464,1690293
20191121,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1788196.226,1690293
20191122,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1811981.228,1690293
20191125,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1807444.074,1690293
20191126,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1809599.328,1690293
20191127,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1811719.549,1690293
20191129,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1800270.857,1690293
20191202,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1795493.94,1690293
20191203,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1785997.213,1690293
20191204,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1807129.577,1690293
20191205,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1804714.627,1690293
20191206,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1830133.514,1690293
20191209,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1831362.579,1690293
20191210,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1824026.017,1690293
20191211,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1821534.954,1690293
20191212,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1852725.951,1690293
20191213,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1839694.326,1690293
20191216,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1850368.361,1690293
20191217,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1847548.768,1690293
20191218,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1850092.521,1690293
20191219,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1845172.463,1690293
20191220,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1861767.32,1690293
20191223,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1864487.381,1690293
20191224,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1859954.358,1690293
20191226,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1864556.93,1690293
20191227,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1860317.008,1690293
20191230,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1848859.903,1691128.375
20191231,1452442.25,1463914.625,1773000.625,1560570.625,1666393.5,1854684.243,1689579.504
20200102,1452442.292,1463914.603,1773000.596,1560570.625,1667649.125,1882156.358,1689553.344
20200106,1451000.311,1462726.729,1771604.252,1558999.875,1665883.334,1865493.22,1689223.75
20200107,1453937.874,1463412.877,1774444.125,1562175.789,1666112.259,1865475,1687658.677
20200108,1453546.25,1463027.875,1773832.625,1561759,1665983,1857112.8,1687437
20200109,1452473.764,1461433.318,1771954.498,1560747.983,1665430.393,1844552.859,1687437
20200110,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1862506.928,1687437
20200113,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1849462.04,1687437
20200114,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1865906.843,1687437
20200115,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1855680.452,1687437
20200116,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1859177.114,1687437
20200117,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1857076.052,1687437
20200121,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1854428.489,1687437
20200122,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1831537.442,1687437
20200123,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1824522.452,1687437
20200124,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1814580.226,1687437
20200127,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1803698.986,1687437
20200128,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1765406.878,1687437
20200129,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1768965.077,1687437
20200130,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1761836.469,1687437
20200131,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1778450.775,1687437
20200203,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1717645.439,1687437
20200204,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1699683.313,1687437
20200205,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1692620.566,1687437
20200206,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1741396.131,1687437
20200207,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1726351.851,1687437
20200210,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1715673.013,1687437
20200211,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1690717.421,1687437
20200212,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1698068.806,1687437
20200213,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1706695.959,1687437
20200214,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1694624.2,1687437
20200218,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1692295.521,1681841.547
20200219,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1676768.148,1676791.924
20200220,1452256.75,1461205.625,1771647.125,1560542.25,1665327,1684996.472,1676668.375
20200221,1445769.095,1453640.089,1761401.873,1554217.248,1657900.688,1674856.835,1676668.375
20200224,1435402.721,1442342.146,1743264.999,1545068.233,1646526.325,1654961.654,1673474.539
20200225,1435066.5,1442007.625,1742677.25,1544758.25,1646246.75,1588357.525,1673314.375
20200226,1435066.5,1442007.625,1742677.25,1544758.25,1646246.75,1537181.779,1673314.375
20200227,1432007.958,1439138.589,1737904.744,1541634.75,1645309.492,1513088.521,1673314.375
20200228,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1431563.288,1673314.375
20200302,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1461251.274,1673314.375
20200303,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1536785.264,1673314.375
20200304,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1469326.583,1673314.375
20200305,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1510638.446,1673314.375
20200306,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1454165.672,1673314.375
20200309,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1402143.783,1673314.375
20200310,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1260593.937,1673314.375
20200311,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1311774.185,1673314.375
20200312,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1266737.88,1673314.375
20200313,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1139488.019,1673314.375
20200316,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1183698.316,1673314.375
20200317,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1065942.666,1673314.375
20200318,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1138459.414,1673314.375
20200319,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1046589.487,1673314.375
20200320,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1072129.239,1673314.375
20200323,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1035293.117,1673314.375
20200324,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,989644.5469,1673314.375
20200325,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1091383.601,1673314.375
20200326,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1126108.557,1673314.375
20200327,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1183785.161,1673314.375
20200330,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1133252.064,1673314.375
20200331,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1170711.042,1690293
20200401,1431858.5,1438955.125,1737630.75,1541482.25,1645190.25,1177883.996,1672962.084
20200402,1431858.551,1438955.073,1737630.735,1541482.25,1666393.5,1152881.221,1672831
20200406,1430966.992,1438655.998,1736359.376,1540210.876,1646089.388,1225488.238,1672831
20200407,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1197208.168,1672831
20200408,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1197208.172,1672831
20200409,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1254784.88,1672831
20200413,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1320941.668,1672831
20200414,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1308936.537,1672831
20200415,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1295084.749,1672831
20200416,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1302517.351,1672831
20200417,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1258390.528,1672831
20200420,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1237757.817,1672831
20200421,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1324689.105,1672831
20200422,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1278859.516,1672831
20200423,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1252046.641,1672831
20200424,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1285965.304,1672831
20200427,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1314698.279,1672831
20200428,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1324603.759,1672831
20200429,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1339441.383,1672831
20200430,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1346381.846,1672831
20200501,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1401885.205,1672831
20200504,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1376784.238,1672831
20200505,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1302334.554,1672831
20200506,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1337125.602,1672831
20200507,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1343113.615,1672831
20200508,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1325621.511,1672831
20200511,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1368415.604,1672831
20200512,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1364507.247,1672831
20200513,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1326686.16,1672831
20200514,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1284212.821,1672831
20200515,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1301281.391,1672831
20200518,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1295620.231,1672831
20200519,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1360971.455,1672831
20200520,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1323249.481,1672831
20200521,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1353043.958,1672831
20200522,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1334447.098,1672831
20200526,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1331596.206,1673053.112
20200527,1430861.875,1438537,1736230.125,1540081.625,1645948.75,1361081.887,1673121.577
20200528,1431546.464,1438427.125,1736462.501,1540314.126,1644990.654,1369247.544,1672836.75
20200529,1432204.654,1439156.977,1737379.125,1541230.625,1647079.838,1348098.259,1672836.75
20200601,1431885.625,1438973,1737087.25,1540938.75,1646712.875,1364568.186,1672836.75
