,index,balance
0,20151002,1001616.6746520996
1,20151005,1000603.8027954102
2,20151006,1001892.5012893677
3,20151007,1005436.890625
4,20151008,1005747.4228515625
5,20151009,1006199.0825195312
6,20151012,1003280.7860870361
7,20151013,1000247.8439941406
8,20151014,1007628.5224609375
9,20151015,1010294.9628295898
10,20151016,1009694.3308105469
11,20151019,1010039.2653808594
12,20151020,1007946.9609375
13,20151021,1007128.5
14,20151022,1007128.5
15,20151023,1007128.5
16,20151026,1007128.5
17,20151027,1007128.5
18,20151028,1007128.5
19,20151029,1007128.5
20,20151030,1007128.5
21,20151102,1007128.5
22,20151103,1006376.5581359863
23,20151104,1006283.875
24,20151105,1006104.2722167969
25,20151106,1005974.6875
26,20151109,1006048.67578125
27,20151110,1005362.7545776367
28,20151111,1001645.1879882812
29,20151112,996261.2705078125
30,20151113,995861.9375
31,20151116,996013.9763183594
32,20151117,998674.6655273438
33,20151118,999622.4326171875
34,20151119,1002413.1508789062
35,20151120,1002220.9445800781
36,20151123,1001832.2817382812
37,20151124,1001857.2739257812
38,20151125,1001052.4282226562
39,20151127,997767.2893066406
40,20151130,1002975.2097167969
41,20151201,995941.4189453125
42,20151202,986841.3586425781
43,20151203,1003521.3403396606
44,20151204,998467.4182128906
45,20151207,991170.0642089844
46,20151208,995091.4926376343
47,20151209,994096.4375
48,20151210,992105.587890625
49,20151211,993067.8876953125
50,20151214,992003.5454101562
51,20151215,996689.2786865234
52,20151216,990502.8764038086
53,20151217,982518.2347106934
54,20151218,986265.7634277344
55,20151221,992113.1452331543
56,20151222,995731.3781738281
57,20151223,994240.7355957031
58,20151224,994117.7724304199
59,20151228,1001266.0006713867
60,20151229,994507.9448852539
61,20151230,986068.3452148438
62,20160104,968744.02734375
63,20160105,954801.5947198868
64,20160106,935727.0283231735
65,20160107,928887.9804725647
66,20160108,930560.7934741974
67,20160111,932436.3246898651
68,20160112,910931.9990067482
69,20160113,922309.2676277161
70,20160114,900627.5075263977
71,20160115,898256.5109472275
72,20160119,881946.5854159296
73,20160120,887204.3146858215
74,20160121,904463.1325569153
75,20160122,890064.5861701965
76,20160125,906834.8298225403
77,20160126,899320.1374397278
78,20160127,906174.4025764465
79,20160128,927822.8967170715
80,20160129,926895.0625
81,20160201,926895.0625
82,20160202,926895.0625
83,20160203,926895.0625
84,20160204,926895.0625
85,20160205,926895.0625
86,20160208,926895.0625
87,20160209,926895.0625
88,20160210,924399.71875
89,20160211,930553.763671875
90,20160212,930255.5
91,20160216,932328.5659179688
92,20160217,931799.3564453125
93,20160218,931475.361328125
94,20160219,938998.529296875
95,20160222,930363.546875
96,20160223,936018.427734375
97,20160224,949499.0585054755
98,20160225,945644.4530367255
99,20160226,938542.0077242255
100,20160229,958395.8299898505
101,20160301,959429.4374117255
102,20160302,961720.4217867255
103,20160303,965028.8631929755
104,20160304,962829.5389742255
105,20160307,958212.3475679755
106,20160308,960877.8963961005
107,20160309,959649.5077242255
108,20160310,973388.9432711005
109,20160311,972053.1522554755
110,20160314,973827.4725679755
111,20160315,978741.2616304755
112,20160316,988003.1776461005
113,20160317,993152.6073336005
114,20160318,993241.2030367255
115,20160321,990047.1913179755
116,20160322,987759.0292086005
117,20160323,989267.7811617255
118,20160324,991474.7889742255
119,20160328,997523.1014742255
120,20160329,1003897.2928804755
121,20160330,1003224.8456148505
122,20160331,1012761.6444429755
123,20160401,1011000.7733492255
124,20160405,1007653.2199554443
125,20160406,996678.7734177113
126,20160407,998142.8225059509
127,20160408,996282.103635788
128,20160411,1004043.4238739014
129,20160412,1008956.5231132507
130,20160413,1008853.0429134369
131,20160414,1010981.2824726105
132,20160415,1015858.4335594177
133,20160418,1017304.3414840698
134,20160419,1008297.5848731995
135,20160420,998382.232334137
136,20160421,1003628.0233001709
137,20160422,1005024.5936126709
138,20160425,1004955.0485725403
139,20160426,1008272.5798225403
140,20160427,1000580.5915412903
141,20160428,997350.6110725403
142,20160429,1005125.6530647278
143,20160502,1000708.5524787903
144,20160503,998652.8039894104
145,20160504,997436.2395362854
146,20160505,1001797.5427093506
147,20160506,1002016.8591156006
148,20160509,1011587.9118499756
149,20160510,1001682.2207927704
150,20160511,1004563.6407309771
151,20160512,993514.0300650597
152,20160513,1003002.9349374771
153,20160516,989605.2251935005
154,20160517,984421.2286195755
155,20160518,981798.1148695946
156,20160519,984596.7291274071
157,20160520,988056.816028595
158,20160523,1000639.6158332825
159,20160524,1004147.9850463867
160,20160525,1000388.5084838867
161,20160526,1001778.8561401367
162,20160527,995754.1725463867
163,20160531,998463.3721544743
164,20160601,1001730.5586779118
165,20160602,1005194.0254747868
166,20160603,1007973.9782991409
167,20160606,1009727.3991975784
168,20160607,1011814.6709041595
169,20160608,1010458.398358345
170,20160609,1009299.1748180389
171,20160610,1002798.2392711639
172,20160613,999669.7129039764
173,20160614,997228.5537242889
174,20160615,1003481.1875133514
175,20160616,1002004.7889099121
176,20160617,1007883.3260192871
177,20160620,1009581.7488708496
178,20160621,1006721.5721130371
179,20160622,1017695.1990661621
180,20160623,989019.482802391
181,20160624,972024.9440808296
182,20160627,981370.9366722107
183,20160628,996306.7315940857
184,20160629,1006979.6476097107
185,20160630,1009699.5196800232
186,20160705,1005551.2875652313
187,20160706,1003733.2289113998
188,20160707,1018704.1507921219
189,20160708,1023873.4988735914
190,20160711,1031534.603302896
191,20160712,1034345.1121263504
192,20160713,1046062.8381317258
193,20160714,1044897.6178617477
194,20160715,1048144.7773172855
195,20160718,1047988.2037353516
196,20160719,1050912.7881684303
197,20160720,1045880.2222709656
198,20160721,1051346.742843151
199,20160722,1051027.5994868279
200,20160725,1046325.6549906731
201,20160726,1039413.352408886
202,20160727,1037973.1852259636
203,20160728,1034970.5774149895
204,20160729,1036864.4340586662
205,20160801,1028981.708632946
206,20160802,1030394.9889826775
207,20160803,1031476.6328043938
208,20160804,1041523.910460949
209,20160805,1039660.1495280266
210,20160808,1040143.3867945671
211,20160809,1040678.0416331291
212,20160810,1045463.4839777946
213,20160811,1040673.881705761
