,index,balance
537,20171130,1397147.8359375
538,20171201,1391668.8743896484
539,20171204,1386679.7025146484
540,20171205,1381972.3177490234
541,20171206,1387775.7435302734
542,20171207,1395415.6634521484
543,20171208,1399984.5267333984
544,20171211,1405170.3138427734
545,20171212,1411126.2962646484
546,20171213,1403710.7493896484
547,20171214,1409630.1009521484
548,20171215,1419690.7259521484
549,20171218,1414446.7025146484
550,20171219,1412583.0853271484
551,20171220,1418013.8392333984
552,20171221,1415589.5462646484
553,20171222,1412893.8763427734
554,20171226,1415204.1849365234
555,20171227,1420064.0931396484
556,20171228,1411415.4564208984
557,20171229,1419369.2103271484
558,20180103,1433561.0881347656
559,20180104,1442479.154296875
560,20180105,1444049.92578125
561,20180108,1444878.0703125
562,20180109,1444239.0625
563,20180110,1443183.375
564,20180111,1443183.375
565,20180112,1443183.375
566,20180116,1443183.375
567,20180117,1443183.375
568,20180118,1443183.375
569,20180119,1443183.375
570,20180122,1443183.375
571,20180123,1443183.375
572,20180124,1443183.375
573,20180125,1443183.375
574,20180126,1443183.375
575,20180129,1443183.375
576,20180130,1443183.375
577,20180131,1443183.375
578,20180201,1443183.375
579,20180202,1443183.375
580,20180205,1443183.375
581,20180206,1442715.2485351562
582,20180207,1442639.625
583,20180208,1443336.6259765625
584,20180209,1446261.0004882812
585,20180212,1446977.875
586,20180213,1451458.375
587,20180214,1459136.875
588,20180215,1458746.125
589,20180216,1457864.375
590,20180220,1457485.2490234375
591,20180221,1460252.375
592,20180222,1464590.623046875
593,20180223,1471341.625
594,20180226,1463341.3125
595,20180227,1462867.375
596,20180228,1462867.375
597,20180301,1462610.875
598,20180302,1462534.5
599,20180305,1462838.5
600,20180306,1461358.99609375
601,20180307,1463310.25
602,20180308,1468904.755859375
603,20180309,1467070.875
604,20180312,1463188.37890625
605,20180313,1460107.48828125
606,20180314,1461494.0703125
607,20180315,1460858.37890625
608,20180316,1449050.8125
609,20180319,1452032.4375
610,20180320,1448907.75
611,20180321,1423546.30859375
612,20180322,1406783.828125
613,20180323,1441315.55859375
614,20180326,1424471.984375
615,20180327,1415353.4296875
616,20180328,1430597.4140625
617,20180329,1402269.5478515625
618,20180402,1420629.7066059113
619,20180403,1437119.1909809113
620,20180405,1414351.074054718
621,20180406,1420494.578300476
622,20180409,1445186.9061293602
623,20180410,1437550.9472961426
624,20180411,1453382.258769989
625,20180412,1454045.2222772837
626,20180413,1466893.9237418175
627,20180416,1482090.8816699982
628,20180417,1485399.5120868683
629,20180418,1472651.6924610138
630,20180419,1451476.5269079208
631,20180420,1457460.4143371582
632,20180423,1418791.1305103302
633,20180424,1417372.0299987793
634,20180425,1419071.8258972168
635,20180426,1418880.8799972534
636,20180427,1418882.3899993896
637,20180430,1418882.6399993896
638,20180501,1418882.0100021362
639,20180502,1418881.4899978638
640,20180503,1421277.4953918457
641,20180504,1422547.8412628174
642,20180507,1422187.385559082
643,20180508,1430671.9736328125
644,20180509,1438536.5634765625
645,20180510,1442206.6665039062
646,20180511,1445117.9235839844
647,20180514,1435318.6840820312
648,20180515,1441640.6783111095
649,20180516,1436603.4299964905
650,20180517,1431239.019657135
651,20180518,1444632.7640266418
652,20180521,1437316.2905330658
653,20180522,1439546.8341693878
654,20180523,1431682.9829406738
655,20180524,1424479.4457387924
656,20180525,1399842.4219264984
657,20180529,1417744.7643213272
658,20180530,1402538.2934293747
659,20180531,1421765.0675706863
660,20180601,1434418.9657860845
661,20180604,1433532.8724212646
662,20180605,1454848.4954681396
663,20180606,1451439.0368112624
664,20180607,1453972.5649776459
665,20180608,1452978.1098070145
666,20180611,1454439.349064827
667,20180612,1446794.530705452
668,20180613,1442203.3731441498
669,20180614,1436383.0804300308
670,20180615,1432056.4485759735
671,20180618,1419192.5755290985
672,20180619,1420766.195646286
673,20180620,1411084.6224040985
674,20180621,1417617.5384197235
675,20180622,1401529.1480445862
676,20180625,1403256.320175171
677,20180626,1391707.0008392334
678,20180627,1398800.9746628106
679,20180628,1395628.6288824081
680,20180629,1399705.439216137
681,20180702,1391421.6218333244
682,20180705,1410971.7968978882
683,20180706,1429739.762500763
684,20180709,1437369.1744217873
685,20180710,1423369.6386008263
686,20180711,1436553.6861953735
687,20180712,1443087.788397789
688,20180713,1438070.7523992062
689,20180716,1449950.3648805618
690,20180717,1450682.4785289764
691,20180718,1445397.721790731
692,20180719,1442424.292725563
693,20180720,1442339.206068039
694,20180723,1456798.2366142273
695,20180724,1474557.2349672318
696,20180725,1480158.3109436035
697,20180726,1471539.2200889587
698,20180727,1461575.6076965332
699,20180730,1474726.3354167938
700,20180731,1478922.0023508072
701,20180801,1480413.4803638458
702,20180802,1487723.9283046722
703,20180803,1497773.7516736984
704,20180806,1502079.4502830505
705,20180807,1496712.5433073044
706,20180808,1503683.367843628
707,20180809,1488016.910516739
708,20180810,1480978.960565567
709,20180813,1492304.3062534332
710,20180814,1481689.3748264313
711,20180815,1500098.528055191
712,20180816,1517387.4835605621
713,20180817,1516327.0546865463
714,20180820,1518187.4123220444
715,20180821,1515483.5676870346
716,20180822,1509340.3234548569
717,20180823,1520230.419137001
718,20180824,1540035.8594751358
719,20180827,1543417.5235357285
720,20180828,1554863.5942764282
721,20180829,1546890.4538879395
722,20180830,1552365.1921691895
723,20180831,1548651.6128692627
724,20180904,1547691.0308074951
725,20180905,1543158.528503418
726,20180906,1537964.6412353516
727,20180907,1537005.7783660889
728,20180910,1551004.3321228027
729,20180911,1546793.7331018448
730,20180912,1562077.812212944
731,20180913,1554197.9324522018
732,20180914,1542246.1369199753
733,20180917,1546862.5721006393
734,20180918,1554118.1159238815
735,20180919,1575596.9155979156
736,20180920,1572014.3096408844
737,20180921,1566906.3706417084
738,20180924,1569143.1859493256
739,20180925,1559507.8807735443
740,20180926,1563659.2555904388
741,20180927,1560923.9012813568
742,20180928,1568604.437292099
743,20181001,1577271.2794380188
744,20181003,1568008.2167396545
745,20181004,1549072.6313114166
746,20181005,1549635.8881645203
747,20181008,1544446.2474945784
748,20181009,1491634.9109039307
749,20181010,1468746.8233060837
750,20181011,1499497.612561226
751,20181012,1483945.3753576279
752,20181015,1511415.684697628
753,20181016,1506995.4387817383
754,20181017,1481360.1038124561
755,20181018,1491376.3687152863
756,20181019,1489885.0
757,20181022,1489885.0
758,20181023,1489885.0
759,20181024,1489885.0
760,20181025,1489885.0
761,20181026,1489885.0
762,20181029,1489885.0
763,20181030,1489885.0
764,20181031,1489885.0
765,20181101,1489885.0
766,20181102,1491687.513671875
767,20181105,1494798.310546875
768,20181106,1504428.8118896484
769,20181107,1504172.6290283203
770,20181108,1496546.9615478516
771,20181109,1472386.5219726562
772,20181112,1471501.0
773,20181113,1471501.0
774,20181114,1472755.78515625
775,20181115,1472554.875
776,20181116,1472554.875
777,20181119,1472554.875
778,20181120,1472554.875
779,20181121,1472554.875
780,20181123,1472554.875
781,20181126,1472554.875
782,20181127,1472554.875
783,20181128,1472554.875
784,20181129,1472554.875
785,20181130,1472554.875
786,20181203,1467589.452545166
787,20181204,1466248.9375
788,20181206,1456036.3216552734
789,20181207,1456273.2882995605
790,20181210,1454987.4389648438
791,20181211,1461271.7765808105
792,20181212,1463628.5322265625
793,20181213,1447892.0647354126
794,20181214,1446863.125
795,20181217,1446597.467590332
796,20181218,1442980.64453125
797,20181219,1436479.1069335938
798,20181220,1428052.26953125
799,20181221,1412423.44140625
800,20181224,1443215.3516845703
801,20181226,1452006.619506836
802,20181227,1448126.5751953125
803,20181228,1458617.9345703125
804,20181231,1462861.8280029297
805,20190102,1437459.8146972656
806,20190104,1472379.30859375
807,20190107,1481422.9400634766
808,20190108,1487432.9565429688
809,20190109,1493692.3420495987
810,20190110,1493279.2163467407
811,20190111,1488536.3260574937
812,20190114,1496603.9989128113
813,20190115,1523476.3422870636
814,20190116,1540936.4389038086
815,20190117,1561767.533657074
816,20190118,1539503.902797699
817,20190122,1541028.293422699
818,20190123,1538095.4430456161
819,20190124,1555145.11638546
820,20190125,1534967.3829345703
821,20190128,1540963.435180664
822,20190129,1574633.87906456
823,20190130,1567808.8210611343
824,20190131,1568795.5359048843
825,20190201,1582567.1237955093
826,20190204,1580984.625
827,20190205,1580984.625
828,20190206,1580984.625
829,20190207,1580984.625
830,20190208,1580248.4949951172
831,20190211,1586329.575744629
832,20190212,1585937.875
833,20190213,1585937.875
834,20190214,1590458.876953125
835,20190215,1589691.1948242188
836,20190219,1594487.3153686523
837,20190220,1587932.6025390625
838,20190221,1593922.1303710938
839,20190222,1600256.7783203125
840,20190225,1595840.0231933594
841,20190226,1593169.342037201
842,20190227,1591576.25
843,20190228,1591576.25
844,20190301,1591576.25
845,20190304,1591576.25
846,20190305,1590124.8088378906
847,20190306,1585900.5043945312
848,20190307,1585808.482421875
849,20190308,1589599.4763183594
850,20190311,1579502.9670410156
851,20190312,1589262.3215332031
852,20190313,1587407.8510742188
853,20190314,1596349.3170204163
854,20190315,1599069.8416786194
855,20190318,1598665.7496376038
856,20190319,1589802.0904579163
857,20190320,1600700.067264557
858,20190321,1564314.8958778381
859,20190322,1566620.7877235413
860,20190325,1571784.168094635
861,20190326,1570580.2921180725
862,20190327,1576620.3573036194
863,20190328,1591603.5897254944
864,20190329,1614963.2232704163
865,20190401,1578809.0921669006
866,20190402,1577230.375
867,20190403,1577230.375
868,20190405,1577250.6242675781
869,20190408,1577064.5
870,20190409,1577064.5
871,20190410,1577064.5
872,20190411,1577064.5
873,20190412,1577064.5
874,20190415,1577064.5
875,20190416,1577064.5
876,20190417,1577064.5
877,20190418,1577064.5
878,20190422,1577064.5
879,20190423,1577064.5
880,20190424,1577064.5
881,20190425,1577064.5
882,20190426,1577064.5
883,20190429,1577064.5
884,20190430,1577064.5
885,20190501,1577064.5
886,20190502,1577064.5
887,20190503,1577064.5
888,20190506,1577064.5
889,20190507,1577064.5
890,20190508,1577064.5
891,20190509,1577064.5
892,20190510,1577064.5
893,20190513,1577064.5
894,20190514,1577064.5
895,20190515,1577064.5
896,20190516,1577064.5
897,20190517,1577064.5
898,20190520,1577064.5
899,20190521,1577064.5
900,20190522,1577064.5
901,20190523,1577064.5
902,20190524,1577064.5
903,20190528,1577064.5
904,20190529,1577064.5
905,20190530,1577064.5
906,20190531,1577064.5
907,20190603,1580314.2552490234
908,20190604,1582166.751953125
909,20190605,1584917.1704101562
910,20190606,1590294.6760253906
911,20190607,1592139.2333984375
912,20190610,1589725.5322265625
913,20190611,1587536.716796875
914,20190612,1592706.517578125
915,20190613,1591269.9499511719
916,20190614,1589332.8505859375
917,20190617,1600371.3505859375
918,20190618,1604254.4505615234
919,20190619,1620017.8930664062
920,20190620,1616300.0375976562
921,20190621,1620679.2939453125
922,20190624,1610565.3664550781
923,20190625,1601204.516527176
924,20190626,1602387.3113422394
925,20190627,1608074.937866211
926,20190628,1620328.6426029205
927,20190701,1626107.1536884308
928,20190702,1639136.0082187653
929,20190703,1630569.0585708618
930,20190708,1613912.244043827
931,20190709,1619507.3949813843
932,20190710,1631059.3888616562
933,20190711,1650529.4030840397
934,20190712,1652057.2599220276
935,20190715,1656514.028125763
936,20190716,1642934.0032196045
937,20190717,1650603.2955875397
938,20190718,1642710.0928316116
939,20190719,1645891.351064682
940,20190722,1655829.9789252281
941,20190723,1662496.743812561
942,20190724,1659635.6649284363
943,20190725,1662569.7451543808
944,20190726,1667655.3722801208
945,20190729,1670005.7418022156
946,20190730,1648096.8741874695
947,20190731,1633836.7289848328
948,20190801,1620208.21427536
949,20190802,1568376.1484069824
950,20190805,1583984.2975769043
951,20190806,1583404.9895935059
952,20190807,1601380.9364318848
953,20190808,1587629.5805358887
954,20190809,1564014.433807373
955,20190812,1583072.8684997559
956,20190813,1532156.0227355957
957,20190814,1534815.3144264221
958,20190815,1533280.625
959,20190816,1534876.6147460938
960,20190819,1533664.9350585938
961,20190820,1538970.2977294922
962,20190821,1541070.5693359375
963,20190822,1540365.25
964,20190823,1540365.25
965,20190826,1540365.25
966,20190827,1540365.25
967,20190828,1540365.25
968,20190829,1540365.25
969,20190830,1540365.25
970,20190903,1541744.11328125
971,20190904,1541545.0
972,20190905,1542119.8759765625
973,20190906,1543543.5325927734
974,20190909,1543114.125
975,20190910,1543114.125
976,20190911,1543114.125
977,20190912,1543114.125
978,20190913,1543114.125
979,20190916,1543239.8244018555
980,20190917,1543270.9636230469
981,20190918,1541473.2553710938
